e, spectrum, unc
3.870000000000000107e+00,7.833192073054634240e+17,1.878980021875262260e+08
3.879999999999999893e+00,7.778758607974437120e+17,1.836441062565136850e+08
3.890000000000000124e+00,7.708167397553903360e+17,1.849916530733041465e+08
3.899999999999999911e+00,7.619708945069035520e+17,1.855097753434591591e+08
3.910000000000000142e+00,7.570468929962117120e+17,1.915422763319190443e+08
3.919999999999999929e+00,7.523469785624739840e+17,1.850840271106773615e+08
3.930000000000000160e+00,7.476227914999973120e+17,1.836027837921688557e+08
3.939999999999999947e+00,7.421650146227197440e+17,1.847402010266619027e+08
3.950000000000000178e+00,7.372804120994818560e+17,1.886925129355590940e+08
3.959999999999999964e+00,7.323613099013084160e+17,1.853462365307899117e+08
3.970000000000000195e+00,7.277788756314877440e+17,1.863010913769472539e+08
3.979999999999999982e+00,7.217231583563447040e+17,1.867365727119982839e+08
3.990000000000000213e+00,7.151554915015322880e+17,1.891090488174615204e+08
4.000000000000000000e+00,7.016105560969713920e+17,1.864595756130737364e+08
4.009999999999999787e+00,6.965782480360304640e+17,1.877197118893547654e+08
4.020000000000000462e+00,6.915175202229240320e+17,1.870229965678102672e+08
4.030000000000000249e+00,6.866674853529917440e+17,1.887811513905252814e+08
4.040000000000000036e+00,6.685831968321534720e+17,1.954630826807524860e+08
4.049999999999999822e+00,6.623448719473656320e+17,1.943173061822859049e+08
4.060000000000000497e+00,6.578876142106586880e+17,1.920222580027788579e+08
4.070000000000000284e+00,6.536782631846446080e+17,1.946064063838149607e+08
4.080000000000000071e+00,6.494060037354664960e+17,1.929780441743532717e+08
4.089999999999999858e+00,6.444046555532729600e+17,1.930872255656497777e+08
4.099999999999999645e+00,6.397112549442886400e+17,1.926856674830648899e+08
4.110000000000000320e+00,6.350879230548334080e+17,1.927863018767114878e+08
4.120000000000000107e+00,6.308102989154474240e+17,1.920305165248235762e+08
4.129999999999999893e+00,6.265887484056108800e+17,1.928616409959936142e+08
4.139999999999999680e+00,6.208943023484916480e+17,1.919752542666183412e+08
4.150000000000000355e+00,6.140525757347650560e+17,1.921751282406436205e+08
4.160000000000000142e+00,6.080028599464298240e+17,1.928474615622121394e+08
4.169999999999999929e+00,6.038581646393071360e+17,1.916324795991086066e+08
4.179999999999999716e+00,5.999104814363176960e+17,1.919085032028139234e+08
4.190000000000000391e+00,5.959054070327264000e+17,1.921637436270443499e+08
4.200000000000000178e+00,5.912030154531534080e+17,1.918137099750570059e+08
4.209999999999999964e+00,5.710149132950872960e+17,1.899964105798447430e+08
4.219999999999999751e+00,5.656447703621582720e+17,1.910966993289887309e+08
4.230000000000000426e+00,5.617867075205964800e+17,1.900515178404103220e+08
4.240000000000000213e+00,5.573491469250473600e+17,1.906546111185721755e+08
4.250000000000000000e+00,5.504427683067438080e+17,1.861735529157337546e+08
4.259999999999999787e+00,5.446961669329472000e+17,1.892483694412630498e+08
4.270000000000000462e+00,5.409732586921841920e+17,1.871699842271422744e+08
4.280000000000000249e+00,5.364708676774193280e+17,1.863372883221119940e+08
4.290000000000000036e+00,5.326923928039732480e+17,1.866273767392319441e+08
4.299999999999999822e+00,5.286428826280536320e+17,1.873159890072694123e+08
4.310000000000000497e+00,5.240872723280135040e+17,1.860238697571692169e+08
4.320000000000000284e+00,5.194039309805177600e+17,1.858298598351612687e+08
4.330000000000000071e+00,5.152884715400648320e+17,1.848529260599839985e+08
4.339999999999999858e+00,5.112405295557313280e+17,1.857068487707853615e+08
4.350000000000000533e+00,5.071899421105400320e+17,1.844660370611369908e+08
4.360000000000000320e+00,5.032263458474944640e+17,1.858265305372827053e+08
4.370000000000000107e+00,4.991015945352008960e+17,1.848943895359416902e+08
4.379999999999999893e+00,4.955109375576839680e+17,1.839478739502764642e+08
4.389999999999999680e+00,4.919076132800663040e+17,1.837352852051639855e+08
4.400000000000000355e+00,4.863908370295390080e+17,1.834942018179421723e+08
4.410000000000000142e+00,4.795255205965400960e+17,1.858369608885295689e+08
4.419999999999999929e+00,4.745529395390463360e+17,1.845932312868816257e+08
4.429999999999999716e+00,4.711403540415262080e+17,1.850424268319605291e+08
4.440000000000000391e+00,4.612869364560074880e+17,1.832320729078210592e+08
4.450000000000000178e+00,4.559587481953935360e+17,1.822452901388017535e+08
4.459999999999999964e+00,4.526251931816824960e+17,1.824778417725541592e+08
4.469999999999999751e+00,4.488979031668199680e+17,1.804001075478436649e+08
4.480000000000000426e+00,4.411078840197018240e+17,1.873655353156484962e+08
4.490000000000000213e+00,4.342086300590106880e+17,1.853366291865271628e+08
4.500000000000000000e+00,4.280354967866266880e+17,1.859162558967301846e+08
4.509999999999999787e+00,4.248693427466762240e+17,1.844135642887738943e+08
4.520000000000000462e+00,4.220292026856035840e+17,1.822989549081282616e+08
4.530000000000000249e+00,4.139980338549347200e+17,1.814594390866690278e+08
4.540000000000000036e+00,4.078131588511344640e+17,1.801359839800325632e+08
4.549999999999999822e+00,4.034577782813796480e+17,1.792973006776590049e+08
4.560000000000000497e+00,3.999568184715120000e+17,1.801212699647245109e+08
4.570000000000000284e+00,3.970764429751959680e+17,1.797440253502952456e+08
4.580000000000000071e+00,3.944430441417068160e+17,1.786856636988463700e+08
4.589999999999999858e+00,3.870092903046393600e+17,1.789405949222797155e+08
4.600000000000000533e+00,3.825021795342169600e+17,1.765641500478103459e+08
4.610000000000000320e+00,3.799356759597327360e+17,1.760418360582853258e+08
4.620000000000000107e+00,3.759923914927521920e+17,1.752382282412513494e+08
4.629999999999999893e+00,3.710264277670828800e+17,1.734120364133234918e+08
4.639999999999999680e+00,3.675869490715717120e+17,1.724681317484782934e+08
4.650000000000000355e+00,3.652995711851383680e+17,1.715496854076782167e+08
4.660000000000000142e+00,3.625859860680933120e+17,1.714914448497994542e+08
4.669999999999999929e+00,3.602015733311452800e+17,1.724521356013994813e+08
4.679999999999999716e+00,3.578209827320190720e+17,1.725634274159827232e+08
4.690000000000000391e+00,3.554943595354506880e+17,1.693705328091765046e+08
4.700000000000000178e+00,3.530444985835057280e+17,1.697230269567601681e+08
4.709999999999999964e+00,3.505633552884547200e+17,1.703679793873319626e+08
4.719999999999999751e+00,3.481276907841595520e+17,1.692377736554483175e+08
4.730000000000000426e+00,3.432972804876762880e+17,1.682146968254674673e+08
4.740000000000000213e+00,3.412955992238493440e+17,1.679141931618078649e+08
4.750000000000000000e+00,3.393018480929112960e+17,1.791095665444529951e+08
4.759999999999999787e+00,3.366834521989900800e+17,1.674041671253450215e+08
4.770000000000000462e+00,3.345439504546480000e+17,1.666021414157641530e+08
4.780000000000000249e+00,3.323032336224113280e+17,1.662868546718843877e+08
4.790000000000000036e+00,3.302120714900680320e+17,1.631759929622525573e+08
4.799999999999999822e+00,3.267596145969236480e+17,1.627793114301161766e+08
4.810000000000000497e+00,3.244103217375681920e+17,1.630721034810893536e+08
4.820000000000000284e+00,3.215497860593843840e+17,1.618751710008814931e+08
4.830000000000000071e+00,3.190720985721913600e+17,1.613531002134921551e+08
4.839999999999999858e+00,3.165476040242091520e+17,1.616811771847459674e+08
4.850000000000000533e+00,3.146980137011380480e+17,1.606832661786873937e+08
4.860000000000000320e+00,3.125731631108133760e+17,1.591187592538198829e+08
4.870000000000000107e+00,3.105731002808672000e+17,1.597804400328559875e+08
4.879999999999999893e+00,3.086456181791145600e+17,1.591382809574027956e+08
4.889999999999999680e+00,3.065972268338899840e+17,1.580347725149209797e+08
4.900000000000000355e+00,3.047226136225608320e+17,1.576939108441468179e+08
4.910000000000000142e+00,3.008545693264389760e+17,1.573337173250399828e+08
4.919999999999999929e+00,2.942584639875646080e+17,1.579909949632008076e+08
4.929999999999999716e+00,2.922034281769616000e+17,1.608601690237968266e+08
4.940000000000000391e+00,2.904215187419146880e+17,1.568891019180323780e+08
4.950000000000000178e+00,2.886138022635499520e+17,1.564143745912942588e+08
4.959999999999999964e+00,2.868368935063591680e+17,1.564137689493342638e+08
4.969999999999999751e+00,2.846377095052049600e+17,1.534148508374264240e+08
4.980000000000000426e+00,2.747355245911377920e+17,1.413615626577811241e+08
4.990000000000000213e+00,2.731039917482449280e+17,1.424423380575385690e+08
5.000000000000000000e+00,2.712632904250730880e+17,1.390372717259747088e+08
5.009999999999999787e+00,2.696568523463931520e+17,1.394754827052046657e+08
5.020000000000000462e+00,2.680668773052310720e+17,1.372290542923135459e+08
5.030000000000000249e+00,2.663681950907860480e+17,1.471662496684199870e+08
5.040000000000000036e+00,2.646171234350608320e+17,1.366524668829543293e+08
5.049999999999999822e+00,2.619855884001885120e+17,1.352961377970995307e+08
5.060000000000000497e+00,2.593849011678608640e+17,1.350108311075042486e+08
5.070000000000000284e+00,2.575843518421158720e+17,1.357182622339502871e+08
5.080000000000000071e+00,2.559365012431837760e+17,1.357544395350968540e+08
5.089999999999999858e+00,2.542618983201669120e+17,1.336539648934675455e+08
5.100000000000000533e+00,2.522074691056389120e+17,1.333917542536621839e+08
5.110000000000000320e+00,2.505803424343885440e+17,1.328140768215310425e+08
5.120000000000000107e+00,2.484434226298854720e+17,1.324210407206633091e+08
5.129999999999999893e+00,2.466691524777545600e+17,1.321567058964517117e+08
5.139999999999999680e+00,2.436485338673607360e+17,1.354055189536415637e+08
5.150000000000000355e+00,2.416719848921667200e+17,1.327875722547804117e+08
5.160000000000000142e+00,2.395417506143481920e+17,1.303000259725534618e+08
5.169999999999999929e+00,2.366046058020010880e+17,1.286719513361661136e+08
5.179999999999999716e+00,2.336013465524931840e+17,1.280431867086735517e+08
5.190000000000000391e+00,2.289445508019245440e+17,1.252082740552050769e+08
5.200000000000000178e+00,2.269144901372572480e+17,1.268326865698242933e+08
5.209999999999999964e+00,2.252945419245910720e+17,1.235539699939999878e+08
5.219999999999999751e+00,2.237662788829647040e+17,1.231222984209984094e+08
5.230000000000000426e+00,2.223793424041618240e+17,1.250779882493862510e+08
5.240000000000000213e+00,2.205949073280220800e+17,1.239778505746625662e+08
5.250000000000000000e+00,2.186132545745733760e+17,1.225588199964768887e+08
5.259999999999999787e+00,2.169550150219448960e+17,1.212429917294960916e+08
5.270000000000000462e+00,2.152659327961656320e+17,1.281267741455265731e+08
5.280000000000000249e+00,2.123961938016938560e+17,1.228344634319858253e+08
5.290000000000000036e+00,2.106398388169457280e+17,1.204418580363593549e+08
5.299999999999999822e+00,2.091953965205940800e+17,1.202057448823050857e+08
5.310000000000000497e+00,2.034987347644096640e+17,1.237420212439074665e+08
5.320000000000000284e+00,2.020109846823605760e+17,1.218162189408134222e+08
5.330000000000000071e+00,2.003533203109674880e+17,1.215883152814367861e+08
5.339999999999999858e+00,1.986794291060144960e+17,1.213946016892334223e+08
5.350000000000000533e+00,1.973840615035066880e+17,1.195583065373496115e+08
5.360000000000000320e+00,1.961164166792201280e+17,1.197680492303518206e+08
5.370000000000000107e+00,1.947129558443962240e+17,1.183589601751209050e+08
5.379999999999999893e+00,1.930052233656157760e+17,1.184442944801118076e+08
5.389999999999999680e+00,1.916040414094104640e+17,1.203000760991659909e+08
5.400000000000000355e+00,1.895519600664193920e+17,1.242941430781571567e+08
5.410000000000000142e+00,1.880972284000930880e+17,1.173448600835812539e+08
5.419999999999999929e+00,1.857635003381901120e+17,1.173251042923192978e+08
5.429999999999999716e+00,1.842626948840399040e+17,1.168228543411920965e+08
5.440000000000000391e+00,1.829985512996178880e+17,1.189901258549647480e+08
5.450000000000000178e+00,1.818253596521384320e+17,1.165480799895779938e+08
5.459999999999999964e+00,1.806619545519628800e+17,1.178839894719740748e+08
5.469999999999999751e+00,1.795088550830294720e+17,1.175511721991062462e+08
5.480000000000000426e+00,1.772458851568916480e+17,1.179918442793803215e+08
5.490000000000000213e+00,1.756059536346318400e+17,1.204805610135088265e+08
5.500000000000000000e+00,1.742520915074419520e+17,1.158257552791465223e+08
5.509999999999999787e+00,1.729072495497891200e+17,1.158510317140099555e+08
5.520000000000000462e+00,1.718608219467478400e+17,1.170004618065841943e+08
5.530000000000000249e+00,1.706371443467283200e+17,1.153657789627133459e+08
5.540000000000000036e+00,1.695438115893074880e+17,1.189917866207189113e+08
5.549999999999999822e+00,1.684617339225616320e+17,1.144973911270412803e+08
5.560000000000000497e+00,1.672403119192480320e+17,1.201475749021638781e+08
5.570000000000000284e+00,1.643951927982672640e+17,1.134045366391571760e+08
5.580000000000000071e+00,1.633475050132629440e+17,1.209744731925038695e+08
5.589999999999999858e+00,1.622397213000361920e+17,1.160464505244933218e+08
5.600000000000000533e+00,1.611430087841224640e+17,1.127987366383776367e+08
5.610000000000000320e+00,1.598381758386680320e+17,1.129555742269869894e+08
5.620000000000000107e+00,1.584829659019574720e+17,1.131336716333704293e+08
5.629999999999999893e+00,1.569682138056762880e+17,1.140847203937812895e+08
5.639999999999999680e+00,1.557778918712491200e+17,1.177458959614258707e+08
5.650000000000000355e+00,1.547075912661070080e+17,1.131467364374965578e+08
5.660000000000000142e+00,1.536058923824246720e+17,1.124222444658253193e+08
5.669999999999999929e+00,1.524467062253530240e+17,1.158214804543800205e+08
5.679999999999999716e+00,1.514661155031114240e+17,1.123135170410625190e+08
5.690000000000000391e+00,1.504729541996006720e+17,1.139740874500275403e+08
5.700000000000000178e+00,1.492922035461208960e+17,1.102246632436735183e+08
5.709999999999999964e+00,1.483366851364226880e+17,1.113122936266207248e+08
5.719999999999999751e+00,1.473706114129690560e+17,1.112936275203384012e+08
5.730000000000000426e+00,1.462342568827849600e+17,1.106522321414538026e+08
5.740000000000000213e+00,1.452647923595100480e+17,1.100988210302026570e+08
5.750000000000000000e+00,1.426076602785049760e+17,1.091770706632537544e+08
5.759999999999999787e+00,1.415751367082488960e+17,1.097824831939775944e+08
5.770000000000000462e+00,1.403748510217490720e+17,1.125109298297036886e+08
5.780000000000000249e+00,1.394462339236070880e+17,1.085948416505386084e+08
5.790000000000000036e+00,1.384192007274234560e+17,1.095951644950796068e+08
5.799999999999999822e+00,1.374058931989041760e+17,1.082930501599407047e+08
5.810000000000000497e+00,1.362296145758763200e+17,1.071622080154531598e+08
5.820000000000000284e+00,1.352272494765267520e+17,1.093675102559019476e+08
5.830000000000000071e+00,1.343254818204509120e+17,1.069968977891273797e+08
5.839999999999999858e+00,1.334372866542641280e+17,1.088747015481943637e+08
5.850000000000000533e+00,1.324900798466510080e+17,1.071993280302718729e+08
5.860000000000000320e+00,1.312435154955477280e+17,1.084221731421946287e+08
5.870000000000000107e+00,1.303427618314222560e+17,1.105496611686248332e+08
5.879999999999999893e+00,1.243638000103423520e+17,1.102998378816588819e+08
5.889999999999999680e+00,1.202539641995950720e+17,1.096843459766584486e+08
5.900000000000000355e+00,1.192839583024048800e+17,1.128192255651365817e+08
5.910000000000000142e+00,1.183329780733376800e+17,1.087531603984068185e+08
5.919999999999999929e+00,1.174718322931932160e+17,1.096111738865840137e+08
5.929999999999999716e+00,1.166853475337669760e+17,1.120688562713490874e+08
5.940000000000000391e+00,1.159095095718911040e+17,1.096520016337438971e+08
5.950000000000000178e+00,1.147784362379206720e+17,1.098038767930778116e+08
5.959999999999999964e+00,1.136298069794070400e+17,1.105040839420326501e+08
5.969999999999999751e+00,1.123661473133335040e+17,1.085972085403775424e+08
5.980000000000000426e+00,1.115826692060830720e+17,1.093011595575639158e+08
5.990000000000000213e+00,1.108486402275985280e+17,1.069264419976461232e+08
6.000000000000000000e+00,1.100680885145588480e+17,1.074054269130365252e+08
6.009999999999999787e+00,1.088297187593127680e+17,1.069321335564142168e+08
6.020000000000000462e+00,1.080963070092577120e+17,1.123950184070962071e+08
6.030000000000000249e+00,1.068226617827066880e+17,1.061296198905063272e+08
6.040000000000000036e+00,1.060302086577467360e+17,1.057101822421549708e+08
6.049999999999999822e+00,1.052894575862136480e+17,1.056678584538531601e+08
6.060000000000000497e+00,1.044855657009624160e+17,1.116092206263135970e+08
6.070000000000000284e+00,1.034930777700255520e+17,1.056457783201420158e+08
6.080000000000000071e+00,1.027155942778168800e+17,1.049978602636869252e+08
6.089999999999999858e+00,9.760967911526740800e+16,1.025571526946171820e+08
6.100000000000000533e+00,9.686558405784140800e+16,1.022231386755496264e+08
6.110000000000000320e+00,9.620464986441188800e+16,1.024829083279697448e+08
6.120000000000000107e+00,9.543736674852225600e+16,1.032969120275955349e+08
6.129999999999999893e+00,9.481311243052260800e+16,1.068620091206613779e+08
6.140000000000000568e+00,9.420426568252300800e+16,1.067879872213707864e+08
6.150000000000000355e+00,9.267171119941342400e+16,1.018283496375660449e+08
6.160000000000000142e+00,9.171491711377769600e+16,1.009995492359272093e+08
6.169999999999999929e+00,9.113018935638283200e+16,1.355564834042086303e+08
6.179999999999999716e+00,9.053948137569907200e+16,1.024730500908912569e+08
6.190000000000000391e+00,8.991472138316814400e+16,1.005012058718317002e+08
6.200000000000000178e+00,8.927760084272913600e+16,1.006005983249251693e+08
6.209999999999999964e+00,8.814337528135468800e+16,1.006391000883638710e+08
6.219999999999999751e+00,8.658290993432467200e+16,1.010308209668621421e+08
6.230000000000000426e+00,8.569679036117617600e+16,9.949235465943816304e+07
6.240000000000000213e+00,8.500603479872681600e+16,1.006882259898707271e+08
6.250000000000000000e+00,8.405970213338961600e+16,1.012035967819769084e+08
6.259999999999999787e+00,8.264194866351811200e+16,1.000408755576270372e+08
6.270000000000000462e+00,8.133468439838998400e+16,1.003897758141096532e+08
6.280000000000000249e+00,7.998221847336883200e+16,9.663479495371770859e+07
6.290000000000000036e+00,7.942291919465281600e+16,1.032465447312756479e+08
6.299999999999999822e+00,7.888564887504489600e+16,9.747985277810673416e+07
6.310000000000000497e+00,7.833357743348660800e+16,1.044215897836664170e+08
6.320000000000000284e+00,7.762902253134744000e+16,9.597608793615891039e+07
6.330000000000000071e+00,7.713664834733956800e+16,9.907729896221107244e+07
6.339999999999999858e+00,7.658261253223158400e+16,9.605192146651321650e+07
6.350000000000000533e+00,7.609811882431795200e+16,9.516540194439548254e+07
6.360000000000000320e+00,7.561918860241440000e+16,9.597547334894759953e+07
6.370000000000000107e+00,7.516113936569788800e+16,9.661870375488550961e+07
6.379999999999999893e+00,7.471059984478022400e+16,1.015624551579012126e+08
6.390000000000000568e+00,7.349382411647256000e+16,9.752544247598208487e+07
6.400000000000000355e+00,7.249511570481526400e+16,9.671902284437547624e+07
6.410000000000000142e+00,7.202789314192907200e+16,9.607825939514845610e+07
6.419999999999999929e+00,7.158791682883172800e+16,9.883669976276841760e+07
6.429999999999999716e+00,7.115652842059137600e+16,9.407903286311390996e+07
6.440000000000000391e+00,7.073292737100148000e+16,9.402024465879985690e+07
6.450000000000000178e+00,7.016781643753604800e+16,9.408250900034993887e+07
6.459999999999999964e+00,6.966976273796678400e+16,9.366554040008211136e+07
6.469999999999999751e+00,6.917807451144736800e+16,9.440010799725653231e+07
6.480000000000000426e+00,6.873396261331816800e+16,9.445385514660714567e+07
6.490000000000000213e+00,6.831007214172728000e+16,9.405281904572133720e+07
6.500000000000000000e+00,6.785793792123802400e+16,9.338004373332159221e+07
6.509999999999999787e+00,6.735929569623413600e+16,9.533122817183317244e+07
6.520000000000000462e+00,6.686222364586312800e+16,9.572884492276442051e+07
6.530000000000000249e+00,6.635595259621965600e+16,1.010807615635521263e+08
6.540000000000000036e+00,6.593353272117292000e+16,9.775061569240090251e+07
6.549999999999999822e+00,6.550496216144895200e+16,9.230693793525587022e+07
6.560000000000000497e+00,6.502916097138398400e+16,9.180598518075042963e+07
6.570000000000000284e+00,6.458163575121780800e+16,9.742240977889814973e+07
6.580000000000000071e+00,6.269615347786918400e+16,9.109656752575032413e+07
6.589999999999999858e+00,6.144304716268566400e+16,9.336400695488837361e+07
6.600000000000000533e+00,6.104927620828873600e+16,9.246126160339912772e+07
6.610000000000000320e+00,6.066136319207724000e+16,9.357647935598798096e+07
6.620000000000000107e+00,6.018639545730773600e+16,9.129865720095667243e+07
6.629999999999999893e+00,5.967462481470107200e+16,9.402069231627905369e+07
6.640000000000000568e+00,5.921338177428344800e+16,9.082010824800331891e+07
6.650000000000000355e+00,5.877702834666141600e+16,9.190390889333088696e+07
6.660000000000000142e+00,5.834347050857681600e+16,9.320605563100160658e+07
6.669999999999999929e+00,5.794484368481716000e+16,9.260585211883497238e+07
6.679999999999999716e+00,5.748708652675762400e+16,9.188839935534371436e+07
6.690000000000000391e+00,5.680445355778202400e+16,9.151439233587455750e+07
6.700000000000000178e+00,5.601270822480924000e+16,9.087807486541932821e+07
6.709999999999999964e+00,5.557704532348840800e+16,8.997199235596188903e+07
6.719999999999999751e+00,5.517941763785060800e+16,9.073239704106329381e+07
6.730000000000000426e+00,5.480002526732108800e+16,8.946084451729243994e+07
6.740000000000000213e+00,5.442046713962994400e+16,8.895737977624675632e+07
6.750000000000000000e+00,5.396788930441885600e+16,9.138560709928488731e+07
6.759999999999999787e+00,5.353909449486773600e+16,8.958562669909258187e+07
6.770000000000000462e+00,5.282811599813910400e+16,8.879209520287069678e+07
6.780000000000000249e+00,5.244868378803660800e+16,8.826506064632810652e+07
6.790000000000000036e+00,5.124171014559985600e+16,8.883280394199344516e+07
6.799999999999999822e+00,5.087906240048251200e+16,8.866449680536642671e+07
6.810000000000000497e+00,5.042811962889994400e+16,8.837012804996708035e+07
6.820000000000000284e+00,4.991161776487642400e+16,8.822269542756786942e+07
6.830000000000000071e+00,4.953396357452656000e+16,8.797471032932779193e+07
6.839999999999999858e+00,4.910153623500682400e+16,8.782250736455282569e+07
6.850000000000000533e+00,4.864869417041274400e+16,8.784844884934766591e+07
6.860000000000000320e+00,4.829064240178617600e+16,8.756944889696665108e+07
6.870000000000000107e+00,4.792283447249218400e+16,8.740626086572442949e+07
6.879999999999999893e+00,4.744382565297309600e+16,8.701023715359552205e+07
6.890000000000000568e+00,4.704623198633375200e+16,8.695860275865459442e+07
6.900000000000000355e+00,4.666909033094806400e+16,8.673369851576101780e+07
6.910000000000000142e+00,4.627740646631140800e+16,8.663678515017251670e+07
6.919999999999999929e+00,4.586594559527080000e+16,8.645605874886597693e+07
6.929999999999999716e+00,4.545290279670040800e+16,8.619148247054630518e+07
6.940000000000000391e+00,4.492667092320257600e+16,8.587458398877550662e+07
6.950000000000000178e+00,4.431564039797408800e+16,8.518775305439680815e+07
6.959999999999999964e+00,4.387685928011468800e+16,8.509298244016660750e+07
6.969999999999999751e+00,4.343942058996038400e+16,8.481772055939042568e+07
6.980000000000000426e+00,4.308481256583433600e+16,8.463158375672358274e+07
6.990000000000000213e+00,4.271967813416713600e+16,8.436665968753670156e+07
7.000000000000000000e+00,4.236018514466898400e+16,8.421067691466043890e+07
7.009999999999999787e+00,4.199806349579099200e+16,8.396658546240602434e+07
7.020000000000000462e+00,4.163113603236612000e+16,8.375803016204962134e+07
7.030000000000000249e+00,4.105678992084692800e+16,8.325746247303625941e+07
7.040000000000000036e+00,4.069470457666436000e+16,8.308024827048920095e+07
7.049999999999999822e+00,4.034714922409804800e+16,8.330132958950948715e+07
7.060000000000000497e+00,4.000137353169516800e+16,8.375337210187567770e+07
7.070000000000000284e+00,3.965952964300912000e+16,8.427493077779334784e+07
7.080000000000000071e+00,3.932756090197242400e+16,8.482960409716589749e+07
7.089999999999999858e+00,3.564163290804195200e+16,8.379882952351133525e+07
7.100000000000000533e+00,3.350587774648974800e+16,8.413935862048242986e+07
7.110000000000000320e+00,3.322801953951561600e+16,8.389313104208013415e+07
7.120000000000000107e+00,3.297172236116470800e+16,8.369451114714214206e+07
7.129999999999999893e+00,3.253681328325298000e+16,8.335580621052111685e+07
7.140000000000000568e+00,3.226705178210124800e+16,8.307252422852574289e+07
7.150000000000000355e+00,3.179003022605864400e+16,8.286479715740273893e+07
7.160000000000000142e+00,3.126345359228163600e+16,8.263493786180825531e+07
7.169999999999999929e+00,3.099481997335759200e+16,8.238548300072222948e+07
7.179999999999999716e+00,3.072653055807610800e+16,8.209995895931801200e+07
7.190000000000000391e+00,3.048351818912102800e+16,8.182227111246575415e+07
7.200000000000000178e+00,3.022759811290756400e+16,8.155741186118838191e+07
7.209999999999999964e+00,2.985382020326390000e+16,8.138705436672762036e+07
7.219999999999999751e+00,2.960042192010921200e+16,8.112005587137129903e+07
7.230000000000000426e+00,2.929729321247738000e+16,8.083988213171581924e+07
7.240000000000000213e+00,2.901303110189740800e+16,8.054379718718321621e+07
7.250000000000000000e+00,2.870081899289791600e+16,8.022281737482492626e+07
7.259999999999999787e+00,2.846482270368683600e+16,7.989800553695806861e+07
7.270000000000000462e+00,2.822199444904193200e+16,7.960814454258055985e+07
7.280000000000000249e+00,2.793414037675716400e+16,7.922845295362758636e+07
7.290000000000000036e+00,2.769975776319743600e+16,7.889643138117794693e+07
7.299999999999999822e+00,2.745202966496124400e+16,7.898254189242263138e+07
7.310000000000000497e+00,2.719561356535565200e+16,7.889113979740740359e+07
7.320000000000000284e+00,2.695543744356156000e+16,7.885277132006838918e+07
7.330000000000000071e+00,2.461386406896154000e+16,7.490736926063399017e+07
7.339999999999999858e+00,2.372206315355715200e+16,7.380354698532594740e+07
7.350000000000000533e+00,2.332112639835119600e+16,7.344981422328133881e+07
7.360000000000000320e+00,2.296252120617166400e+16,7.308926050729277730e+07
7.370000000000000107e+00,2.277164981176435600e+16,7.280473858876097202e+07
7.379999999999999893e+00,2.258377821340224400e+16,7.255833114436496794e+07
7.390000000000000568e+00,2.236263047926371200e+16,7.229139774849928916e+07
7.400000000000000355e+00,2.157447521131152800e+16,7.064156007207596302e+07
7.410000000000000142e+00,2.126276881887562400e+16,7.024569471372331679e+07
7.419999999999999929e+00,2.104211924561578400e+16,7.007311929603782296e+07
7.429999999999999716e+00,2.085914905623038000e+16,6.983369086241264641e+07
7.440000000000000391e+00,2.068588923913970400e+16,6.961580406323195994e+07
7.450000000000000178e+00,2.051621818821149200e+16,6.932723060825820267e+07
7.459999999999999964e+00,2.023953427218388000e+16,6.922634043019618094e+07
7.469999999999999751e+00,1.884797688748929600e+16,6.738976088628052175e+07
7.480000000000000426e+00,1.869327471814083200e+16,6.716880385849891603e+07
7.490000000000000213e+00,1.852033311447346000e+16,6.687749378935572505e+07
7.500000000000000000e+00,1.837084409834708000e+16,6.662592230812185258e+07
7.509999999999999787e+00,1.821608721987512800e+16,6.639955820024201274e+07
7.520000000000000462e+00,1.807007340130563200e+16,6.616044860819610953e+07
7.530000000000000249e+00,1.780968090004551800e+16,6.584267296792463958e+07
7.540000000000000036e+00,1.765270078290476400e+16,6.560242897781293839e+07
7.549999999999999822e+00,1.746498304485895200e+16,6.531428674355901778e+07
7.560000000000000497e+00,1.729734118555203600e+16,6.503999161082320660e+07
7.570000000000000284e+00,1.712820765551104600e+16,6.483688149731709063e+07
7.580000000000000071e+00,1.696849279338683800e+16,6.459599008844608068e+07
7.589999999999999858e+00,1.682306054273122200e+16,6.427788946392913163e+07
7.600000000000000533e+00,1.667277646916863000e+16,6.403724106537532061e+07
7.610000000000000320e+00,1.651495931815625000e+16,6.380027692743141949e+07
7.620000000000000107e+00,1.637295998505226000e+16,6.352844143528465927e+07
7.629999999999999893e+00,1.597654776118114000e+16,6.361526691173014790e+07
7.640000000000000568e+00,1.578865597796217800e+16,6.342923433792369068e+07
7.650000000000000355e+00,1.560903769968573200e+16,6.316463667041807622e+07
7.660000000000000142e+00,1.546197744228025800e+16,6.286123733792401105e+07
7.669999999999999929e+00,1.531477453339988800e+16,6.255532056152668595e+07
7.679999999999999716e+00,1.517417848585027800e+16,6.226319488200756162e+07
7.690000000000000391e+00,1.501483944851936800e+16,6.202938089439797401e+07
7.700000000000000178e+00,1.487354700340340200e+16,6.169803340554931760e+07
7.709999999999999964e+00,1.473314152906963400e+16,6.139238390819396079e+07
7.719999999999999751e+00,1.458718024299144800e+16,6.111696829129846394e+07
7.730000000000000426e+00,1.443544197598964200e+16,6.077730036588117480e+07
7.740000000000000213e+00,1.429406217091841800e+16,6.044164169874135405e+07
