    0.637979905875407200E-05    0.319520779472613427E-06    0.452043396762253198E-05    0.876138755359878256E-05    0.417455524685058910E-05    0.132818215212213137E-04    0.319291022669103419E+00    0.159911175104884250E-01    0.226235022629728943E+00    0.438482837190679098E+00   -0.313852243052619357E+02
    0.851424503963679529E-05    0.177801706778864647E-06    0.913071528956905830E-05    0.334754397002881413E-05    0.438813246083541502E-05    0.124782592595978716E-04    0.402178647640628384E+00    0.839863659638926188E-02    0.431298219637233027E+00    0.158124496125749303E+00   -0.280113844210591694E+02
    0.110048128854530399E-04    0.367871225864457389E-06    0.277617677696923886E-05    0.469210924413225277E-05    0.388290060811276063E-05    0.746828602110149163E-05    0.584089503253202968E+00    0.195250681508949732E-01    0.147347867835763424E+00    0.249037560760138749E+00   -0.275171708650490743E+02
    0.490995364812701915E-06    0.125613297371661147E-05    0.102369586556106490E-04    0.854744779615970875E-05    0.433269603017261286E-05    0.187844064517703577E-04    0.239142066010904174E-01    0.611806660605852051E-01    0.498596854067003437E+00    0.416308273271320972E+00   -0.273970947981146580E+02
    0.787959601621003438E-05    0.304822670350674580E-05    0.644913179865835821E-05    0.109068092117514834E-05    0.380474221086111676E-05    0.753981271983350613E-05    0.426670541662041491E+00    0.165057768953932427E+00    0.349212643912544307E+00    0.590590454714817539E-01   -0.270597167267005076E+02
    0.590713214389247370E-05    0.229646413502867543E-05    0.544078988840597211E-05    0.479058106494451824E-05    0.383051701566438088E-05    0.102313709533504895E-04    0.320430845873793890E+00    0.124571099372965635E+00    0.295134231585804319E+00    0.259863823167436225E+00   -0.263364000989091025E+02
    0.760578297230368646E-05    0.174387761181848469E-05    0.700554807029313627E-05    0.354671840234337902E-05    0.412283551456989691E-05    0.105522664726365149E-04    0.382163141821021068E+00    0.876235555906263175E-01    0.352003504500538078E+00    0.178209798087814564E+00   -0.261108527901229124E+02
    0.167643271332018833E-05    0.223894888192757396E-05    0.457051822563371538E-05    0.948662809719125210E-05    0.378476095144824314E-05    0.140571463228249683E-04    0.932775133783160793E-01    0.124576180498022326E+00    0.254305807534048411E+00    0.527840498589613127E+00   -0.260296239688550983E+02
    0.674572797170859429E-05    0.176916895940095817E-05    0.211879888681517046E-05    0.734168419587198982E-05    0.373880731906405906E-05    0.946048308268716027E-05    0.375275958924429942E+00    0.984217834639969230E-01    0.117872272251764387E+00    0.408429985359808734E+00   -0.259002582929356819E+02
    0.235140658925538353E-05    0.133542219058848353E-05    0.129382482000672599E-04    0.508123024095566593E-05    0.455150550611244598E-05    0.180194784410229258E-04    0.108328264468445373E+00    0.615223113263922705E-01    0.596059388103998278E+00    0.234090036101164051E+00   -0.258763422197676434E+02
    0.217672692047148991E-06    0.337565372636540429E-05    0.803905603934208031E-05    0.724514230826273950E-05    0.397340059856714339E-05    0.152841983476048181E-04    0.115307856694748124E-01    0.178818662309061432E+00    0.425853290565598619E+00    0.383797261455865180E+00   -0.258407719428841389E+02
    0.247988936073536956E-05    0.176625455634063963E-05    0.145875603616486498E-04    0.330433265669641031E-05    0.463278715195176731E-05    0.178918930183450614E-04    0.112019388528868308E+00    0.797837026604023558E-01    0.658936490358294380E+00    0.149260418452434984E+00   -0.258236399547691278E+02
    0.372900377096199577E-05    0.313925573907488556E-05    0.592492090591510278E-05    0.530014087374415467E-05    0.377442451259218085E-05    0.112250617796592574E-04    0.206098355921287058E+00    0.173503564592236703E+00    0.327464527438047048E+00    0.292933552048429136E+00   -0.257564964771960874E+02
    0.988424620432664603E-05    0.375918008043510727E-06    0.307546880579873624E-05    0.560784757144414659E-05    0.391673959838088529E-05    0.868331637724288326E-05    0.521775613386819104E+00    0.198441889422174902E-01    0.162349721913567280E+00    0.296030475757396105E+00   -0.256127970302375658E+02
    0.128278768046143752E-05    0.385420266208768570E-05    0.823247478823143055E-05    0.499710790044505339E-05    0.384725584786681627E-05    0.132295826886764839E-04    0.698436054608842227E-01    0.209848764684355149E+00    0.448231402463330153E+00    0.272076227391430503E+00   -0.255752689745166748E+02
    0.722541531889886562E-05    0.147716585805603085E-05    0.179398530814073385E-05    0.756985511328225282E-05    0.375618301539329650E-05    0.936384042142298709E-05    0.399936162208658297E+00    0.817630569513920769E-01    0.992994267498888000E-01    0.419001354090060729E+00   -0.254937794223441685E+02
    0.809872758126662909E-05    0.181475589296847530E-05    0.112690318549881450E-04    0.185479263061473989E-06    0.441426607415112994E-05    0.114545111180496184E-04    0.379012056853983426E+00    0.849286948820046766E-01    0.527379010993245911E+00    0.868023727076589618E-02   -0.254471477527077283E+02
    0.818414907502345557E-05    0.593795361815428603E-06    0.200533409462144256E-05    0.803648347521066422E-05    0.391227318082359758E-05    0.100418175698321072E-04    0.434869955960253018E+00    0.315516934595106782E-01    0.106554699996238914E+00    0.427023650583997494E+00   -0.254350508890237776E+02
    0.943463968493686589E-06    0.287152904190419809E-05    0.148489670681548910E-04    0.257283833127599339E-05    0.444835375541279357E-05    0.174218053994308852E-04    0.444259040504445674E-01    0.135214780801196643E+00    0.699209305545911541E+00    0.121150009602447331E+00   -0.253388715850463129E+02
    0.480630567578027276E-05    0.179428856104894180E-05    0.142248559436453899E-04    0.132919021334502054E-05    0.461024395629692330E-05    0.155540461569904109E-04    0.216943520199094048E+00    0.809892884359109666E-01    0.642071172936466650E+00    0.599960184285283360E-01   -0.251983053251620319E+02
    0.659787898491074419E-05    0.106707511101389928E-06    0.717644910361234674E-05    0.662584694018763026E-05    0.427643770600636929E-05    0.138022960437999762E-04    0.321739736505614937E+00    0.520349745478025302E-02    0.349953196917179965E+00    0.323103569122424883E+00   -0.250320303732836962E+02
    0.392204902560631228E-05    0.309054190640267636E-06    0.911932919970805837E-05    0.775417800528181036E-05    0.442671731708570400E-05    0.168735072049898670E-04    0.185838494401193155E+00    0.146439182942359747E-01    0.432101281079880106E+00    0.367416306224690736E+00   -0.249921126639862266E+02
    0.603567035581131337E-05    0.918589754747516187E-06    0.104785051144852612E-04    0.374541697139866962E-05    0.440791347872264589E-05    0.142239220858839312E-04    0.284994731834213255E+00    0.433743437575019666E-01    0.494778306149680214E+00    0.176852618258604710E+00   -0.249675818524635176E+02
    0.288193455535261217E-05    0.353875065321288007E-05    0.101864762751970091E-04    0.263757333268177533E-05    0.401164807655455773E-05    0.128240496078787836E-04    0.149751845522446553E+00    0.183881497301229740E+00    0.529312374130136098E+00    0.137054283046187636E+00   -0.249343616535224371E+02
    0.113968217365944248E-04    0.111915495846458073E-05    0.475708032656592193E-05    0.231486109125683103E-05    0.402464859898482390E-05    0.707194141782275338E-05    0.581829149525566192E+00    0.571349620727984453E-01    0.242857883066066427E+00    0.118178005335569117E+00   -0.248885592012085723E+02
    0.254889200035946263E-05    0.447705582663302874E-05    0.107963608091281630E-04    0.122062980345212270E-05    0.396265111852839875E-05    0.120169906125802850E-04    0.133849721168171065E+00    0.235103203260340426E+00    0.566948259765018503E+00    0.640988158064700053E-01   -0.248674420139690113E+02
    0.103059974914422897E-04    0.237896448382611592E-05    0.621785410404312897E-05    0.601830730765427580E-07    0.388845408190513676E-05    0.627803717711967172E-05    0.543479299272363159E+00    0.125452965783976439E+00    0.327894024256183747E+00    0.317371068747654720E-02   -0.248362101479320287E+02
    0.364334239515270571E-05    0.157231197540058633E-05    0.830796418223274750E-05    0.628116444473650900E-05    0.414505137763633566E-05    0.145891286269692565E-04    0.183962752614278302E+00    0.793905177146991547E-01    0.419492815612875991E+00    0.317153914058146580E+00   -0.248205957738257936E+02
    0.652621889292247204E-05    0.216235209880647057E-05    0.662043314065570568E-05    0.368308125144537268E-05    0.393911163272063441E-05    0.103035143921010775E-04    0.343628346283601616E+00    0.113855432676577495E+00    0.348589057328711427E+00    0.193927163711109407E+00   -0.247684679091940367E+02
    0.554519594347692282E-06    0.198729207974717811E-05    0.738493105929813053E-05    0.915186996450266947E-05    0.402599796228011135E-05    0.165368010238007991E-04    0.290649851290735936E-01    0.104163343069822487E+00    0.387079038514822005E+00    0.479692633286281922E+00   -0.247282655279773778E+02
    0.675281082609048774E-05    0.247433746661705623E-05    0.102917698405536421E-04    0.102122378277048101E-05    0.425135554696096223E-05    0.113129936233241233E-04    0.328761644086786486E+00    0.120463503939367889E+00    0.501056413467176331E+00    0.497184385066693005E-01   -0.246876599048591103E+02
    0.425776423159809216E-05    0.203043873756707573E-05    0.287944094820558994E-05    0.875489688300178178E-05    0.375172330191194462E-05    0.116343378312073726E-04    0.237564767128865484E+00    0.113289670263987965E+00    0.160660309287494446E+00    0.488485253319652257E+00   -0.246588266293088552E+02
    0.853793884623516315E-05    0.117068895330198474E-05    0.100401540302077648E-04    0.155397854263452313E-05    0.440484236702449175E-05    0.115941325728422875E-04    0.400790258961238433E+00    0.549548008257121148E-01    0.471307654721852265E+00    0.729472854911970975E-01   -0.246410815295884547E+02
    0.377389486611931242E-05    0.279987508127310439E-05    0.149846908922341964E-04    0.275662443151111885E-06    0.454297191638739617E-05    0.152603533353853096E-04    0.172843892893839141E+00    0.128233913723551418E+00    0.686296889422337797E+00    0.126253039602715958E-01   -0.246027794396263104E+02
    0.376991443343377600E-05    0.673461178524080019E-06    0.871800787353074098E-05    0.744514234385385331E-05    0.432060774181912046E-05    0.161631502173845934E-04    0.182947599447629616E+00    0.326819369796490372E-01    0.423070242200498658E+00    0.361300221372222785E+00   -0.245785952254168976E+02
    0.305531144492788923E-05    0.290332630632784679E-05    0.143065941738706697E-04    0.856793781010976371E-06    0.440087297163138511E-05    0.151633879548816466E-04    0.144650493633293603E+00    0.137454917758396328E+00    0.677330591909734880E+00    0.405639966985751541E-01   -0.245230289484655302E+02
    0.160981817379024377E-06    0.311982589037434692E-05    0.887387036677899771E-05    0.676520304686945166E-05    0.398216347468614499E-05    0.156390734136484485E-04    0.850860617707183825E-02    0.164896696250657587E+00    0.469023579473818120E+00    0.357571118098452490E+00   -0.244491742004766408E+02
    0.535440306315724037E-05    0.317480380175405477E-05    0.796940009732728434E-05    0.237731875090483757E-05    0.391493635548023321E-05    0.103467188482321219E-04    0.283663071391986876E+00    0.168193276981558643E+00    0.422199166199205056E+00    0.125944485427249647E+00   -0.243864326950979873E+02
    0.796059620421068405E-05    0.715344833005907400E-07    0.505394203891918770E-05    0.710225050929534991E-05    0.420042335010028600E-05    0.121561925482145385E-04    0.394316858872330367E+00    0.354335932040167377E-02    0.250339861310304002E+00    0.351799920496963903E+00   -0.243763871776358698E+02
    0.242771740536814338E-05    0.404648547001901520E-05    0.115351420145403512E-04    0.173104539708219889E-05    0.411385416074032994E-05    0.132661874116225501E-04    0.122982239462900517E+00    0.204985079382236479E+00    0.584342145561890236E+00    0.876905355929727681E-01   -0.243551087722481583E+02
    0.422115999078685491E-05    0.127941194046419893E-05    0.120031022521989448E-04    0.407052356103360228E-05    0.450527664191991775E-05    0.160736258132325479E-04    0.195657796446506660E+00    0.593028744622189907E-01    0.556363782067774482E+00    0.188675547023499979E+00   -0.243325838046162559E+02
    0.208905611707489242E-06    0.886995965632298994E-06    0.933963979431587770E-05    0.101759156264035731E-04    0.435928417018092019E-05    0.195155554207194525E-04    0.101354121509779575E-01    0.430341225133098540E-01    0.453128558315663621E+00    0.493701907020048680E+00   -0.243279043662376395E+02
    0.222393488030845626E-05    0.329381968593727654E-05    0.729258522106959808E-05    0.582275969191905443E-05    0.390111419365202726E-05    0.131153449129886517E-04    0.119353995978334973E+00    0.176772505809249081E+00    0.391378000702288009E+00    0.312495497510127895E+00   -0.243190577760422499E+02
    0.664762461685271488E-05    0.915949478028327540E-06    0.419721106688786198E-05    0.755215712587358117E-05    0.402504741338166155E-05    0.117493681927614432E-04    0.344205689523871317E+00    0.474267185386042303E-01    0.217326340252850803E+00    0.391041251684673574E+00   -0.243147344217535917E+02
    0.850573624860943928E-05    0.180736434884297365E-05    0.452266641512960764E-05    0.378710766949786129E-05    0.384756870301123577E-05    0.830977408462746851E-05    0.456735944037372499E+00    0.970507711455597527E-01    0.242855439470985923E+00    0.203357845346081700E+00   -0.242963161531075045E+02
    0.206631249553811297E-05    0.384696926017887521E-05    0.128698116790561665E-04    0.159260599224034850E-05    0.425057133587856153E-05    0.144624176712965150E-04    0.101410629016182696E+00    0.188801826114429028E+00    0.631625516716925350E+00    0.781620281524627314E-01   -0.242856236607299749E+02
