    0.737731744732556677E-02    0.108558369841844402E+00    0.742816868502402361E+00   -0.266101607461527578E+02
    0.158876080241653062E+00    0.956448040515441855E-01    0.716686093779196676E+00   -0.257466735479012527E+02
    0.115222002361533404E+00    0.111797722941263847E+00    0.742235541326138337E+00   -0.249408140844221293E+02
    0.261377845720653368E+00    0.606587647493586832E-01    0.584033579540455094E+00   -0.248405818428923908E+02
    0.364302478531055129E+00    0.143616903650724513E-01    0.494411761602386368E+00   -0.248022883830445267E+02
    0.357529305379464313E+00    0.310358643791461691E-01    0.527079231251709079E+00   -0.247044036807444058E+02
    0.398576683674534693E-01    0.142287991533188801E+00    0.794922251379932554E+00   -0.245039154470769631E+02
    0.420857183968249116E+00    0.303243842970626204E-01    0.529682064809348652E+00   -0.240349915054785583E+02
    0.767611041469671851E-01    0.948308032747915558E-01    0.704666760694591554E+00   -0.240343778812071491E+02
    0.462926307378507318E+00    0.829048193635005017E-02    0.483683135227686911E+00   -0.240061604177132040E+02
    0.173318642083626989E+00    0.890078824356754922E-01    0.694759103578532211E+00   -0.239674950653523524E+02
    0.368231565728326826E+00    0.267913431619838070E-01    0.523093869659419952E+00   -0.238979800794359676E+02
    0.375274065090086595E+00    0.235460469899227906E-01    0.575673016722908937E+00   -0.237869653623749855E+02
    0.454979996916691914E-01    0.640259668693838324E-01    0.597209936327647517E+00   -0.237775860413814257E+02
    0.306676532323077622E+00    0.281276472478042029E-01    0.583402572316493173E+00   -0.236828957923470398E+02
    0.564827030900377017E-01    0.401821913949232043E-01    0.597779950205903465E+00   -0.235995991496775446E+02
    0.168908788313643810E+00    0.893530655702512028E-01    0.647915207785487834E+00   -0.235879342470972801E+02
    0.899498926054450310E-01    0.119543010645491513E+00    0.710389939355302480E+00   -0.234112600906275361E+02
    0.839831233024597168E-01    0.702115139140460087E-01    0.653632560300112075E+00   -0.233136775775990941E+02
    0.120984887990536385E-01    0.151244902722621227E+00    0.797735144517399575E+00   -0.232765302417379303E+02
    0.344688616731034070E+00    0.437334207623706755E-01    0.559808951012149447E+00   -0.232624952024004301E+02
    0.348655828491891806E+00    0.975565416529912410E-02    0.489778251656130648E+00   -0.232617097899649252E+02
    0.119514115888512129E+00    0.383532549516135135E-01    0.592809593335622442E+00   -0.232354322055862781E+02
    0.358514627123693641E+00    0.372127301668067900E-01    0.594141793956428410E+00   -0.231858719637797890E+02
    0.312054695305327090E+00    0.387466142798742891E-01    0.596842627394614689E+00   -0.231845784758529021E+02
    0.405984763946131033E+00    0.333352636143610867E-01    0.540762652576001757E+00   -0.231597769144928520E+02
    0.654001307198848747E-01    0.868345696323405691E-01    0.647062947055551785E+00   -0.231345539799631865E+02
    0.132954989997260936E+00    0.552493838953549213E-01    0.624564468088715796E+00   -0.231070221444339836E+02
    0.110182680637895880E+00    0.582752075765861841E-01    0.590320361261268745E+00   -0.230976252108770836E+02
    0.628716756560427636E-01    0.819139083405731189E-01    0.637028662575749305E+00   -0.230824914180804512E+02
    0.114722140425134053E+00    0.181147647093288927E-01    0.512933699714736679E+00   -0.230658339290841354E+02
    0.222777783870697021E+00    0.691868499789194402E-01    0.651989456542091395E+00   -0.230486264987727623E+02
    0.163609826966974840E-01    0.148329109405160864E+00    0.776686876253471548E+00   -0.230381429978656911E+02
    0.119186985663833900E+00    0.101288337115006219E+00    0.676744842800327207E+00   -0.230178789401989548E+02
    0.171361574630244484E+00    0.449670745156019597E-01    0.605428640883842739E+00   -0.230148584407534713E+02
    0.236646729994205614E-02    0.664187799970149539E-01    0.641698991686339815E+00   -0.229980986655614856E+02
    0.180179019466835177E+00    0.543076968309065891E-01    0.582718483059001646E+00   -0.229643928097180492E+02
    0.313711416946620636E+00    0.447273509695812754E-01    0.564173154745604921E+00   -0.229610969392726361E+02
    0.222877028505553201E-01    0.121286953690103963E+00    0.742705952181230367E+00   -0.229592093513866189E+02
    0.961738345209005446E-01    0.604411146085399795E-01    0.632360796700287997E+00   -0.229312674156337266E+02
    0.139063428270171430E+00    0.939994009724294255E-01    0.662881236095598458E+00   -0.228954718361994196E+02
    0.197707263965390179E+00    0.283039384770175061E-01    0.577746652049357379E+00   -0.228953971551983386E+02
    0.303984063388023307E+00    0.378698696029101251E-01    0.592857284050317790E+00   -0.228864941704995886E+02
    0.297094027488787715E+00    0.297037228127381460E-01    0.535982400557130756E+00   -0.228190970256679861E+02
    0.189252375588668698E+00    0.980466770515451974E-01    0.702839037460993299E+00   -0.228148068834566971E+02
    0.269090111556305245E+00    0.237293679836268548E-01    0.569270409588096493E+00   -0.227852847327736754E+02
    0.190821480672566407E+00    0.390695509901717933E-01    0.554836623213316393E+00   -0.227757047247712876E+02
