    0.452359753378295282E-05    0.326203681457067352E+00    0.352101754885052243E+00    0.266624882331087498E+00    0.550696813267929075E-01   -0.278562357126951063E+02
    0.366236905615170938E-05    0.555387735366821289E-01    0.265735626220703125E+00    0.175272822380065918E+00    0.503452777862548828E+00   -0.272734263429459318E+02
    0.445015596089494588E-05    0.152416766295142003E+00    0.328687602937620338E+00    0.292940686276741302E+00    0.225954944490496357E+00   -0.261267005724152526E+02
    0.444276851708762057E-05    0.512740012572558745E+00    0.249106595158087529E+00    0.804624551136865485E-01    0.157690937155667177E+00   -0.258904015047818987E+02
    0.498567122473319361E-05    0.174527308358708860E-01    0.421202428946081897E+00    0.403051889286000553E+00    0.158292950932046650E+00   -0.257110691949018069E+02
    0.415602772740521039E-05    0.249208871990282271E+00    0.337561995805962800E+00    0.313722245721086423E+00    0.995068864826684774E-01   -0.255005685453269919E+02
    0.465096561331159177E-05    0.421133805897152991E+00    0.299651870525039499E+00    0.180892772619422604E+00    0.983215509583849068E-01   -0.251864985885947092E+02
    0.409021923310241732E-05    0.307943706492391389E+00    0.228999242921363033E+00    0.308275766415548880E-01    0.432229473944690690E+00   -0.250504696734756820E+02
    0.427191903200508741E-05    0.554707884788513184E+00    0.226317882537841797E+00    0.105305373668670654E+00    0.113668859004974365E+00   -0.250230367986366176E+02
    0.416005292363445542E-05    0.950891572254010664E-01    0.294957998608097849E+00    0.150470793817868542E+00    0.459482050348632542E+00   -0.249635476502243776E+02
    0.410578826522977699E-05    0.273784725727817757E+00    0.338041094803311015E+00    0.312052786353021139E+00    0.761213931158500889E-01   -0.249607921310016536E+02
    0.397582135163356049E-05    0.738075749019152516E-01    0.349129229459404888E+00    0.257495646273102341E+00    0.319567549365577519E+00   -0.247763723254677188E+02
    0.368166207163516925E-05    0.619760797292470578E+00    0.235975472238039941E+00    0.617207889208434279E-01    0.825429415486460538E-01   -0.247704293657491874E+02
    0.396821791854686433E-05    0.349974877583656210E-01    0.228263680152032883E+00    0.793849151708165834E-01    0.657353916918784975E+00   -0.247434441832911673E+02
    0.354624119746128681E-05    0.438657443711801209E+00    0.286852057638483815E+00    0.223615162685265156E+00    0.508753359644498193E-01   -0.246347108464486340E+02
    0.394976408629770775E-05    0.152212004960975200E+00    0.326790342379274346E+00    0.283529204114868205E+00    0.237468448544882249E+00   -0.245290488659880523E+02
    0.510567733265745811E-05    0.128606980520825226E-01    0.404642818376922953E+00    0.414902189998726689E+00    0.167594293572267850E+00   -0.244519235784178868E+02
    0.399092531180680926E-05    0.629915172312341953E+00    0.235430407142042331E+00    0.668130329830372016E-01    0.678413875625785145E-01   -0.244359943694397046E+02
    0.395230068471875043E-05    0.367581335215151905E+00    0.301333465463180405E+00    0.180313433488121677E+00    0.150771765833546012E+00   -0.244329568998107973E+02
    0.328598007048476064E-05    0.203236061740680152E+00    0.312136898963071119E+00    0.262940267012966022E+00    0.221686772283282707E+00   -0.243543518444743192E+02
    0.421450897299336889E-05    0.422090577175178006E+00    0.290598827834675333E+00    0.221451140585472106E+00    0.658594544046745556E-01   -0.242851970401249631E+02
    0.402162071460765310E-05    0.194497772405915370E+00    0.309675653525855465E+00    0.188727824887024442E+00    0.307098749181204722E+00   -0.241870086623567389E+02
    0.401124990190919361E-05    0.141133431965384692E+00    0.386811109023616206E+00    0.345035842304153184E+00    0.127019616706845917E+00   -0.240811728068051707E+02
    0.396244882893687778E-05    0.697443297989524758E+00    0.180983524097292126E+00    0.155112859747305043E-01    0.106061891938452613E+00   -0.240580918857489863E+02
    0.480563429105886305E-05    0.489336148876648336E+00    0.257638289228528050E+00    0.111263673988097445E+00    0.141761887906726169E+00   -0.239624737278372280E+02
    0.384780371458781668E-05    0.210674405929500486E+00    0.370418302718281023E+00    0.315400340751423203E+00    0.103506950600795289E+00   -0.239474363167666979E+02
    0.375518974836416332E-05    0.230189979706211606E+00    0.342427830837963243E+00    0.315025220172895692E+00    0.112356969282929486E+00   -0.239450854355396316E+02
    0.471382295319852358E-05    0.199735070393019465E+00    0.192937418028425067E+00    0.577665072163613402E-03    0.606749846506391854E+00   -0.239114402381018820E+02
    0.417578264515898082E-05    0.724969543283587037E-01    0.244554673792712146E+00    0.106114131546453827E+00    0.576834240332475323E+00   -0.239065286640915886E+02
    0.408369118140738775E-05    0.136073867515160152E+00    0.399328676048649744E+00    0.373481352245351728E+00    0.911161041908383762E-01   -0.238981018741355911E+02
    0.499408672988280971E-05    0.514010369777679443E+00    0.207425236701965332E+00    0.179390907287597656E-01    0.260625302791595459E+00   -0.238772188804042074E+02
    0.408535238872572805E-05    0.231162632333122509E+00    0.284449013170946174E+00    0.143990697044876992E+00    0.340397657451054325E+00   -0.238457818987713566E+02
    0.451324422361005203E-05    0.870402455329895020E-01    0.376552402973175049E+00    0.364539980888366699E+00    0.171867370605468750E+00   -0.238439376566755890E+02
    0.453348156838044139E-05    0.137758964152539520E-01    0.392498072714582369E+00    0.355604278441715993E+00    0.238121752428447686E+00   -0.238399361640618643E+02
    0.489486400206586443E-05    0.987107000144338831E-01    0.400216816279057197E+00    0.403007071815593254E+00    0.980654118909156658E-01   -0.237673100272726110E+02
    0.448511865728823332E-05    0.268770166643735042E-03    0.416054384146030520E+00    0.432189775662316478E+00    0.151487070025009274E+00   -0.237400911797531897E+02
    0.396354682565454743E-05    0.185126951096382025E+00    0.330237160809319530E+00    0.235007613468376508E+00    0.249628274625921964E+00   -0.236807672110057865E+02
    0.396354682565454743E-05    0.185126951096382025E+00    0.330237160809319530E+00    0.235007613468376508E+00    0.249628274625921964E+00   -0.236807672110057865E+02
    0.372940048459722248E-05    0.536650612958672557E+00    0.262255087345260596E+00    0.117668791920262694E+00    0.834255077758041530E-01   -0.236598149607374992E+02
    0.390056449065674627E-05    0.373068165381490624E+00    0.301256872657596875E+00    0.237818260008932580E+00    0.878567019519799208E-01   -0.236462794007141568E+02
    0.389188271396973439E-05    0.308731185544085240E+00    0.366183504326029807E+00    0.317762523266929109E+00    0.732278686295584347E-02   -0.236419010934971539E+02
    0.408042595153093014E-05    0.941768949744870576E-01    0.222176305049804235E+00    0.203035243240364816E-01    0.663343275651672171E+00   -0.236385235604300945E+02
    0.437773714642256896E-05    0.604324353489466892E+00    0.231586741022364762E+00    0.105317704288543035E+00    0.587712011996253114E-01   -0.236280181426165612E+02
