    0.377625336328435539E-05    0.286211967468261719E-01    0.102059245109558105E-01    0.757967352867126465E+00    0.203205525875091553E+00   -0.301459762480720519E+04   -0.460515351937698814E+01    1
    0.481819420342554779E-05    0.759294033050537109E-01    0.909265279769897461E-01    0.770906746387481689E+00    0.622373223304748535E-01   -0.287951973308494416E+04   -0.461515351937698259E+01    1
    0.456607967819977227E-05    0.322290420532226562E+00    0.519216060638427734E-02    0.591819345951080322E+00    0.806980729103088379E-01   -0.264552639289253966E+04   -0.462515351937698149E+01    1
    0.373467687080431386E-05    0.105646848678588867E-01    0.217203497886657715E-01    0.664884090423583984E+00    0.302830874919891357E+00   -0.236948112233017218E+04   -0.463515351937698661E+01    1
    0.419698792814169850E-05    0.221016407012939453E-01    0.755386650562286377E+00    0.331953167915344238E-01    0.189316391944885254E+00   -0.236506360658240374E+04   -0.464515351937698728E+01    1
    0.456257237348086886E-05    0.113273322582244873E+00    0.377333164215087891E-01    0.594458997249603271E+00    0.254534363746643066E+00   -0.231090411639801960E+04   -0.465515351937698174E+01    1
    0.462291638395919626E-05    0.110796332359313965E+00    0.560904145240783691E-01    0.621268212795257568E+00    0.211845040321350098E+00   -0.229547288482682961E+04   -0.466515351937698153E+01    1
    0.430530295093503035E-05    0.175062894821166992E+00    0.185590982437133789E-01    0.570125639438629150E+00    0.236252367496490479E+00   -0.224612958737890040E+04   -0.467515351937698398E+01    1
    0.397041007046397461E-05    0.112200975418090820E+00    0.101407587528228760E+00    0.749448537826538086E+00    0.369428992271423340E-01   -0.216637914780990377E+04   -0.468515351937698377E+01    1
    0.344557926112680352E-05    0.276650190353393555E-01    0.882478952407836914E-01    0.753035604953765869E+00    0.131051480770111084E+00   -0.200982928335902602E+04   -0.469515351937698444E+01    1
    0.427527201102097907E-05    0.944676399230957031E-01    0.705233931541442871E+00    0.113757133483886719E+00    0.865412950515747070E-01   -0.172144778192092417E+04   -0.470515351937698423E+01    1
    0.423275279846983693E-05    0.702920556068420410E-01    0.449728965759277344E-02    0.425157308578491211E+00    0.500053346157073975E+00   -0.166528296913570398E+04   -0.471515351937698135E+01    1
    0.432505276456573464E-05    0.533512175083160400E+00    0.681322813034057617E-02    0.424391210079193115E+00    0.352833867073059082E-01   -0.165374076041006742E+04   -0.472515351937698025E+01    1
    0.417889990055405524E-05    0.466583430767059326E+00    0.512707233428955078E-01    0.467513561248779297E+00    0.146322846412658691E-01   -0.142420089377452518E+04   -0.473515351937698448E+01    1
    0.446250061596382297E-05    0.466760396957397461E-01    0.994073152542114258E-01    0.521113574504852295E+00    0.332803070545196533E+00   -0.138273872671610116E+04   -0.474515351937698782E+01    1
    0.315547777145182140E-05    0.176641464233398438E+00    0.671670258045196533E+00    0.843307375907897949E-01    0.673575401306152344E-01   -0.119565207995630612E+04   -0.475515351937698494E+01    1
    0.429543781563883738E-05    0.755425691604614258E-01    0.677698791027069092E+00    0.215889155864715576E+00    0.308694839477539062E-01   -0.119186046777967613E+04   -0.476515351937698117E+01    1
    0.443048657240894515E-05    0.221390247344970703E+00    0.125474929809570312E-01    0.302222371101379395E+00    0.463839888572692871E+00   -0.117545379786795161E+04   -0.477515351937698451E+01    1
    0.305181229468717291E-05    0.117880702018737793E-01    0.666137397289276123E+00    0.650526881217956543E-01    0.257021844387054443E+00   -0.113200485141323065E+04   -0.478515351937698341E+01    1
    0.376628820643701949E-05    0.145147681236267090E+00    0.638843655586242676E+00    0.154215455055236816E+00    0.617932081222534180E-01   -0.101865547302929463E+04   -0.479515351937697876E+01    1
    0.443582445066337537E-05    0.344310045242309570E+00    0.117984890937805176E+00    0.455615222454071045E+00    0.820898413658142090E-01   -0.986418004409973832E+03   -0.480515351937698032E+01    1
    0.443269519745248011E-05    0.263889908790588379E+00    0.550772130489349365E+00    0.573642253875732422E-01    0.127973735332489014E+00   -0.981419780675033053E+03   -0.481515351937698277E+01    1
    0.437823766575891485E-05    0.295662224292755127E+00    0.120719134807586670E+00    0.453073322772979736E+00    0.130545318126678467E+00   -0.952134913867582441E+03   -0.482515351937698345E+01    1
    0.491279727587697997E-05    0.260265231132507324E+00    0.570104718208312988E+00    0.150211930274963379E+00    0.194181203842163086E-01   -0.922529543964818345E+03   -0.483515351937698323E+01    1
    0.476481087281924026E-05    0.364046692848205566E+00    0.145911812782287598E+00    0.466105341911315918E+00    0.239361524581909180E-01   -0.905925315918916453E+03   -0.484515351937698480E+01    1
    0.425522198449641431E-05    0.452222943305969238E+00    0.519226491451263428E+00    0.256885886192321777E-01    0.286197662353515625E-02   -0.902548997440206563E+03   -0.485515351937698814E+01    1
    0.402934789044374318E-05    0.304127275943756104E+00    0.211333632469177246E-01    0.264390945434570312E+00    0.410348415374755859E+00   -0.894407353530746377E+03   -0.486515351937698437E+01    1
    0.417404649564386529E-05    0.126096606254577637E+00    0.167834281921386719E+00    0.528613686561584473E+00    0.177455425262451172E+00   -0.870920703719233984E+03   -0.487515351937698149E+01    1
    0.401305306269231555E-05    0.285506248474121094E-04    0.926930904388427734E-01    0.387420475482940674E+00    0.519857883453369141E+00   -0.862256358378275195E+03   -0.488515351937698572E+01    1
    0.458380971844751286E-05    0.283790171146392822E+00    0.572875738143920898E-01    0.279409527778625488E+00    0.379512727260589600E+00   -0.837814847567326524E+03   -0.489515351937698817E+01    1
    0.428792652275526405E-05    0.668098926544189453E-01    0.594928622245788574E+00    0.182354331016540527E+00    0.155907154083251953E+00   -0.809071166431688312E+03   -0.490515351937698973E+01    1
    0.487423416993988091E-05    0.576865255832672119E+00    0.723797678947448730E-01    0.264531075954437256E+00    0.862239003181457520E-01   -0.728752685504548481E+03   -0.491515351937698775E+01    1
    0.356911404918726065E-05    0.201822221279144287E+00    0.512778341770172119E+00    0.670737028121948242E-02    0.278692066669464111E+00   -0.720588618524198296E+03   -0.492515351937698220E+01    1
    0.481651704325483289E-05    0.303408920764923096E+00    0.143154263496398926E+00    0.389666080474853516E+00    0.163770735263824463E+00   -0.702711839094210859E+03   -0.493515351937698199E+01    1
    0.451524755153030594E-05    0.111647248268127441E-01    0.645872056484222412E+00    0.341006696224212646E+00    0.195652246475219727E-02   -0.699800507436468024E+03   -0.494515351937698799E+01    1
    0.452231949774117478E-05    0.255362749099731445E+00    0.529644072055816650E+00    0.127868115901947021E+00    0.871250629425048828E-01   -0.695591913001534863E+03   -0.495515351937699045E+01    1
    0.380225655959482515E-05    0.918875336647033691E-01    0.818248987197875977E-01    0.307149946689605713E+00    0.519137620925903320E+00   -0.660428533958915295E+03   -0.496515351937698846E+01    1
    0.434948211951312628E-05    0.802521288394927979E+00    0.128455758094787598E-01    0.151858329772949219E+00    0.327748060226440430E-01   -0.647043194839925832E+03   -0.497515351937698824E+01    1
    0.370738481962065572E-05    0.729318261146545410E-01    0.544992923736572266E+00    0.110492050647735596E+00    0.271583199501037598E+00   -0.639705180512324318E+03   -0.498515351937698359E+01    1
    0.402990757596216103E-05    0.150478005409240723E+00    0.998445749282836914E-01    0.320287108421325684E+00    0.429390311241149902E+00   -0.638749165000910921E+03   -0.499515351937698426E+01    1
