

    0.432579768038024463E-98    0.496654202700364351E+03    0.134326690710337914E-05    0.359604613159342589E-05    0.167665375125130775E-04    0.197364228347618986E-05    0.495266705885053095E-05    0.187401797959892678E-04    0.567270133900731957E-01    0.151863308758280663E+00    0.708061512531771964E+00    0.833481653198741290E-01
    0.149303184387804811E-97    0.494168607936440026E+03    0.180465158498568485E-04    0.177253217892578395E-05    0.314298039375270624E-05    0.180897130921355476E-05    0.505463401834806723E-05    0.495195170296626100E-05    0.728534013373981826E+00    0.715567477340826180E-01    0.126881451204585827E+00    0.730277876873497017E-01
    0.821896971449195512E-97    0.490749335905986129E+03    0.293985961470384398E-05    0.239102080080276798E-05    0.201659823709980123E-04    0.351993741300503078E-06    0.539485954960964468E-05    0.205179761122985169E-04    0.113732675623058707E+00    0.925000608143262404E-01    0.780149882038528308E+00    0.136173815240867632E-01
    0.112228978087006736E-96    0.490118313353735289E+03    0.178104191143460484E-05    0.274974681507824234E-05    0.106438579030315462E-04    0.108636899940629851E-04    0.548034385198120445E-05    0.215075478970945313E-04    0.684007560536659814E-01    0.105603781640383823E+00    0.408776415210079402E+00    0.417219047095870876E+00
    0.749949603874538563E-96    0.486311383797782639E+03    0.646240332998390231E-05    0.194078102291475291E-05    0.114379501973275088E-04    0.714816620636792235E-05    0.563246125983678135E-05    0.185861164036954303E-04    0.239443155206790353E+00    0.719092739903821609E-01    0.423795721885568411E+00    0.264851848917259047E+00
    0.808286475517321991E-96    0.486153562727477947E+03    0.960725724410424585E-05    0.624602176820416647E-05    0.716601651862181247E-05    0.521556444222283612E-07    0.473951203092483199E-05    0.721817216304404117E-05    0.416413218704153709E+00    0.270725136478492334E+00    0.310601030865252425E+00    0.226061395210141536E-02
    0.194536434449075474E-94    0.479783816506361404E+03    0.112420405858634665E-04    0.335841743890170199E-05    0.113151322826387978E-05    0.286556939223072126E-05    0.380990687212424288E-05    0.399708262049460062E-05    0.604490711987172968E+00    0.180583954779940825E+00    0.608420892765885804E-01    0.154083243956297578E+00
    0.447891668983734859E-94    0.478107952658943873E+03    0.234805383857582746E-05    0.524904438056185104E-05    0.120194295085104224E-04    0.542358824426801326E-05    0.523534108364605377E-05    0.174430177527784365E-04    0.937716838535932046E-01    0.209625402152647661E+00    0.480006942539358994E+00    0.216595971454400210E+00
    0.118954481872131436E-93    0.476146403429372754E+03    0.127431220352448421E-05    0.388441495659927927E-05    0.112054668846272646E-04    0.914601953776122704E-05    0.536225984638462551E-05    0.203514864223884916E-04    0.499530197739328219E-01    0.152269009588462290E+00    0.439254138284002060E+00    0.358523832353602911E+00
    0.138829436045583900E-93    0.475829393057007223E+03    0.645121867916421412E-05    0.508149296892085470E-05    0.256176200962688392E-05    0.789634190645282664E-05    0.457158154628932545E-05    0.104581039160797110E-04    0.293359682833992885E+00    0.231073420360153520E+00    0.116492360283418195E+00    0.359074536522435372E+00
