

    0.142718962313128619E-98    0.489048446178057930E+03    0.405209035443467113E-05    0.868161320686340332E-01    0.546042859554290771E+00    0.359508454799652100E+00    0.763255357742309570E-02
    0.351680998603662699E-97    0.482619581766634610E+03    0.418903955070203927E-05    0.330633819103240967E+00    0.126839816570281982E+00    0.171089291572570801E+00    0.371437072753906250E+00
    0.517995019536413292E-96    0.477219929347278821E+03    0.338018963821132937E-05    0.275937020778656006E+00    0.389018893241882324E+00    0.297638773918151855E-01    0.305280208587646484E+00
    0.391951956643092091E-92    0.459336901312772852E+03    0.381948102038516091E-05    0.198512911796569824E+00    0.507755279541015625E+00    0.292138814926147461E+00    0.159299373626708984E-02
    0.668057840581546945E-92    0.458250430343193671E+03    0.376730666653171959E-05    0.137641549110412598E+00    0.387825608253479004E+00    0.431473255157470703E-01    0.431385517120361328E+00
    0.689527423724247538E-92    0.458167166918580619E+03    0.424308336674285477E-05    0.194176554679870605E+00    0.401233553886413574E+00    0.939573645591735840E-01    0.310632526874542236E+00
    0.147093595678484951E-91    0.456631871493248241E+03    0.483468025104886967E-05    0.178562343120574951E+00    0.347722113132476807E+00    0.584626197814941406E-02    0.467869281768798828E+00
    0.351534735640915410E-91    0.454869392617101198E+03    0.370854796846817087E-05    0.396379411220550537E+00    0.385059118270874023E+00    0.559726357460021973E-01    0.162588834762573242E+00
    0.351660203933092685E-91    0.454848678912912249E+03    0.432063093911240580E-05    0.162516176700592041E+00    0.260077059268951416E+00    0.413029611110687256E+00    0.164377152919769287E+00
    0.544606172105615911E-91    0.453953883845259952E+03    0.448490208225543440E-05    0.102254033088684082E+00    0.478378236293792725E+00    0.253074645996093750E+00    0.166293084621429443E+00
    0.125951414787918552E-90    0.452257047014850457E+03    0.338660806101336853E-05    0.233895003795623779E+00    0.165748178958892822E+00    0.267080068588256836E+00    0.333276748657226562E+00
    0.130259935037133018E-89    0.447564605391397151E+03    0.417762264140568040E-05    0.357645034790039062E+00    0.224330604076385498E+00    0.353058636188507080E+00    0.649657249450683594E-01
    0.152953769890437637E-87    0.438013057491913742E+03    0.399631073643242742E-05    0.173735499382019043E+00    0.357547163963317871E+00    0.264924764633178711E-02    0.466068089008331299E+00
    0.237911137175952023E-87    0.437109534466743241E+03    0.345893224026986988E-05    0.681529164314270020E+00    0.867189764976501465E-01    0.118992388248443604E+00    0.112759470939636230E+00
    0.125442634385884377E-85    0.429159291441158075E+03    0.443908351152722252E-05    0.618811249732971191E-01    0.425412833690643311E+00    0.150926709175109863E+00    0.361779332160949707E+00
    0.150916178376895499E-79    0.401138518295123617E+03    0.417931301142774129E-05    0.333681702613830566E-01    0.338361799716949463E+00    0.547316730022430420E+00    0.809532999992370605E-01
    0.617427828117259264E-79    0.398300843072061582E+03    0.431215626168923625E-05    0.563138425350189209E+00    0.130074143409729004E+00    0.153217196464538574E+00    0.153570234775543213E+00
    0.390602269789283915E-78    0.394591417595414214E+03    0.502689288113296724E-05    0.188782453536987305E+00    0.481354713439941406E+00    0.303518533706665039E+00    0.263442993164062500E-01
    0.791666665432724450E-77    0.388553346215858539E+03    0.344926936590132087E-05    0.282859921455383301E+00    0.192018628120422363E+00    0.291938185691833496E+00    0.233183264732360840E+00
    0.189817644333736957E-76    0.386784329193104327E+03    0.447463805389448900E-05    0.125707507133483887E+00    0.769105553627014160E-01    0.195652246475219727E-01    0.777816712856292725E+00
    0.294708034523565902E-74    0.376674146204836973E+03    0.461003193916918788E-05    0.441828489303588867E+00    0.180599331855773926E+00    0.231196939945220947E+00    0.146375238895416260E+00
    0.431156687979474754E-72    0.366682832999935556E+03    0.360996878213391866E-05    0.386464059352874756E+00    0.197869360446929932E+00    0.291901588439941406E+00    0.123764991760253906E+00
    0.968622559006303526E-70    0.355833685726385113E+03    0.453892561406290133E-05    0.154933273792266846E+00    0.206784784793853760E+00    0.264754474163055420E+00    0.373527467250823975E+00
    0.603750378840802861E-69    0.352153943915545369E+03    0.395147687821887794E-05    0.202370047569274902E+00    0.465819180011749268E+00    0.257103681564331055E+00    0.747070908546447754E-01
    0.893805751928848520E-67    0.342138948264775138E+03    0.382799284319159716E-05    0.578835427761077881E+00    0.630233287811279297E-01    0.146098732948303223E-01    0.343531370162963867E+00
    0.611661692143819719E-66    0.338272396344368246E+03    0.416847911255447753E-05    0.392486393451690674E+00    0.163335382938385010E+00    0.192612290382385254E+00    0.251565933227539062E+00
    0.166047046111957874E-65    0.336255042519452502E+03    0.442755683406255982E-05    0.655127167701721191E-01    0.166131973266601562E+00    0.175921261310577393E+00    0.592434048652648926E+00
    0.170068047185731272E-63    0.326976847195461801E+03    0.484016945216320248E-05    0.162796139717102051E+00    0.353726089000701904E+00    0.663924813270568848E-01    0.417085289955139160E+00
    0.152042450422191880E-62    0.322575754756624065E+03    0.398561440545179981E-05    0.223124742507934570E+00    0.458090543746948242E+00    0.257755041122436523E+00    0.610296726226806641E-01
    0.624148437937186083E-60    0.310520957463765399E+03    0.404888823515550688E-05    0.708586633205413818E+00    0.129089832305908203E+00    0.129925966262817383E+00    0.323975682258605957E-01
    0.116502768836271222E-59    0.309252733641440273E+03    0.382175802422261018E-05    0.275695919990539551E-01    0.295866191387176514E+00    0.437281608581542969E+00    0.239282608032226562E+00
    0.665948807017131745E-59    0.305746138118066085E+03    0.450963730371042039E-05    0.148218929767608643E+00    0.328707158565521240E+00    0.155914425849914551E-01    0.507482469081878662E+00
    0.168000516988952733E-58    0.303875459421141272E+03    0.369709203939391708E-05    0.156646072864532471E+00    0.478377401828765869E+00    0.292760431766510010E+00    0.722160935401916504E-01
    0.408714433757795110E-58    0.302077360122144057E+03    0.386657365992525116E-05    0.100804209709167480E+00    0.238712191581726074E+00    0.323089838027954102E+00    0.337393760681152344E+00
    0.108546110906484665E-55    0.290893532840578303E+03    0.386915288877258165E-05    0.336667418479919434E+00    0.233186125755310059E+00    0.316869676113128662E+00    0.113276779651641846E+00
    0.828389236032290641E-54    0.282203746519110041E+03    0.455761563455133539E-05    0.689468204975128174E+00    0.115155339241027832E+00    0.756487846374511719E-01    0.119727671146392822E+00
    0.105365144636237058E-52    0.277097508647911411E+03    0.465838949572452388E-05    0.266241899383806990E+00    0.181277109676810211E+00    0.183215090980232975E+00    0.369265899959149824E+00
    0.298091118838132545E-50    0.265787233631301717E+03    0.450825069463130612E-05    0.462306449438175004E+00    0.343677429925369426E+00    0.861200401047428343E-01    0.107896080531712735E+00
    0.362177128466466064E-49    0.260772595066053839E+03    0.393197109540253851E-05    0.489789187908172607E+00    0.322222888469696045E+00    0.317624211311340332E-01    0.156225502490997314E+00
    0.774813221185688617E-48    0.254626447683917178E+03    0.364373773343071871E-05    0.317002020369431869E+00    0.169523655066620427E+00    0.179247131208542632E+00    0.334227193355405072E+00
    0.352390045564157066E-47    0.251577044196469188E+03    0.452059513401420718E-05    0.300269365310668945E+00    0.279558420181274414E+00    0.370641291141510010E+00    0.495309233665466309E-01
    0.337101683772450605E-45    0.242435411882517911E+03    0.364279190977868233E-05    0.380229949951171875E-02    0.133066833019256592E+00    0.860749483108520508E-01    0.777055919170379639E+00
    0.103609723529174588E-44    0.240169748566974704E+03    0.512173322952362451E-05    0.910633206367492676E-01    0.339725792407989502E+00    0.462058186531066895E+00    0.107152700424194336E+00
    0.370368019142111222E-43    0.232996846429476534E+03    0.381226996320166023E-05    0.426562726497650146E+00    0.361165463924407959E+00    0.117125034332275391E+00    0.951467752456665039E-01
    0.857477229101872718E-40    0.217482340939374524E+03    0.425981235630716612E-05    0.340273910647967026E+00    0.324461283739540363E+00    0.579388987373016251E-01    0.277325906875190986E+00
    0.114693940148155958E-38    0.212275455433701495E+03    0.372718255694957847E-05    0.376192331314086914E+00    0.238403439521789551E+00    0.292144060134887695E+00    0.932601690292358398E-01
    0.124674537712218501E-38    0.212088576527842065E+03    0.408969603957472088E-05    0.494784722316151809E-01    0.333661356390473174E+00    0.556896536193111635E-01    0.561170517758600496E+00
    0.157542550760676739E-38    0.211600598644131026E+03    0.397656564558789080E-05    0.330969214439392090E+00    0.150310814380645752E+00    0.108460724353790283E+00    0.410259246826171875E+00
    0.169171619033793586E-37    0.206832992235026921E+03    0.413523550665038373E-05    0.287506629501391442E+00    0.220178036150745882E+00    0.238800534822977584E+00    0.253514799524885093E+00
    0.485828787845277165E-37    0.204703107081922496E+03    0.501312389424276131E-05    0.345039241684583387E+00    0.121287598480046666E+00    0.255296565703349576E-01    0.508143503265034990E+00
    0.885622981059381542E-37    0.203482236967291897E+03    0.367416953038145337E-05    0.481708049774169922E-01    0.170234501361846924E+00    0.138592839241027832E+00    0.643001854419708252E+00
    0.108774132373661555E-36    0.203051102338360010E+03    0.385981371416033684E-05    0.229276776313781738E+00    0.426210761070251465E+00    0.253125667572021484E+00    0.913867950439453125E-01
    0.405360944071579423E-36    0.200400093662559357E+03    0.409446526402905379E-05    0.163464009761810303E+00    0.468527197837829590E+00    0.341887533664703369E+00    0.261212587356567383E-01
    0.151979222998196417E-35    0.197736991615438797E+03    0.365835305733704951E-05    0.455975532531738281E-03    0.333839952945709229E+00    0.499148964881896973E-01    0.615789175033569336E+00
    0.164025218625744642E-35    0.197564438880621253E+03    0.387062009228856494E-05    0.568788886070251465E+00    0.119675457477569580E+00    0.535328984260559082E-01    0.258002758026123047E+00
    0.586152220026205371E-34    0.190392150036890939E+03    0.395088594951041984E-05    0.164436101913452148E-01    0.359723687171936035E+00    0.115353941917419434E+00    0.508478760719299316E+00
    0.717811053392697664E-34    0.189966896315691116E+03    0.409414172982728053E-05    0.277844918797778451E+00    0.170334699791344912E+00    0.130621137134388388E+00    0.421199244276488249E+00
    0.659167758636817192E-33    0.185512182749738002E+03    0.408125026183668230E-05    0.256254971027374268E+00    0.264815747737884521E+00    0.314377427101135254E+00    0.164551854133605957E+00
    0.127972676777074347E-32    0.184165335141970132E+03    0.409871324287036934E-05    0.469953715801239014E+00    0.187069594860076904E+00    0.169290959835052490E+00    0.173685729503631592E+00
