    0.102297365665435791E+00    0.380242987852714265E+00    0.395811899808595047E+00   -0.266801483358308360E+02
    0.698862791061401367E+00    0.168265092331836286E+00    0.322839368135417575E-02   -0.260883906378042596E+02
    0.524060424076241635E-01    0.354467086236165796E+00    0.339369635311209283E+00   -0.259752166652422147E+02
    0.236740135091584536E+00    0.296582101099953144E+00    0.160012141125317697E+00   -0.252008626994600036E+02
    0.663265318359753997E+00    0.195442909537699688E+00    0.502458471987088720E-01   -0.250480268836289000E+02
    0.238577127456665039E+00    0.338457798960831724E+00    0.310442131469754579E+00   -0.248506605746151763E+02
    0.639777913657045172E+00    0.225110158907593699E+00    0.106218237397442863E+00   -0.246986019071990270E+02
    0.543744955047765322E+00    0.262010736731943972E+00    0.113143209721477331E+00   -0.246278536769237419E+02
    0.730609193961785475E+00    0.210119920261564924E+00    0.232863894195582226E-01   -0.246120117805585963E+02
    0.741403076028208319E+00    0.189955242472007652E+00    0.393887315177322631E-01   -0.245661727474160401E+02
    0.158558368682861328E+00    0.421066576159375927E+00    0.415181985435600420E+00   -0.245299230478044592E+02
    0.151777893207105774E+00    0.195641042838643336E+00    0.167438009341008449E-01   -0.245243941990427814E+02
    0.435886278168142349E+00    0.243420237491905500E+00    0.131432880080857656E+00   -0.244903133745179460E+02
    0.218333938309965447E+00    0.384839824184808721E+00    0.343414896796891134E+00   -0.244853040187269926E+02
    0.142432664186753877E+00    0.330688716464695054E+00    0.227773213718446610E+00   -0.244740238740459972E+02
    0.782139089003712207E+00    0.174906465182526505E+00    0.938120548705013643E-02   -0.244384462160538263E+02
    0.726000778925071644E+00    0.188581192446205331E+00    0.341764598503727021E-01   -0.243675916527079792E+02
    0.547568677139750992E+00    0.264618573818372338E+00    0.177941047895048443E+00   -0.243524468363082818E+02
    0.440358663753401325E+00    0.298604516280996768E+00    0.183599574914995206E+00   -0.242861807912631775E+02
    0.698727878957660531E+00    0.200189540882538097E+00    0.408030713887658214E-02   -0.242615476176143332E+02
    0.794384183742515959E+00    0.173612971451495485E+00    0.500917952762380565E-02   -0.241821375596860619E+02
    0.466968655586242676E+00    0.280946411723782319E+00    0.150186699188811335E+00   -0.240622840934389117E+02
    0.772783669936027318E+00    0.190159908810549838E+00    0.366436479649366459E-01   -0.240513713668931999E+02
    0.435595160701001821E-01    0.449814611483328963E+00    0.481023377012971709E+00   -0.240369351363177159E+02
    0.733772104112365930E+00    0.215481046422173111E+00    0.402225045508469992E-01   -0.238867747959885222E+02
    0.819024490944359473E+00    0.173417548997180815E+00    0.241805073215565309E-02   -0.238763711979350504E+02
    0.783928732388333993E-01    0.436018185456372720E+00    0.477403620610822421E+00   -0.238691963995174774E+02
    0.795683471009352994E+00    0.179436090816279814E+00    0.136025357098382392E-01   -0.238450130915101184E+02
    0.818132651554285828E+00    0.173142945506333773E+00    0.135716110565597872E-02   -0.238378531018766537E+02
    0.300714327367012868E+00    0.318529938088989106E+00    0.218938828117275081E+00   -0.237752992750381509E+02
    0.729820662640452866E+00    0.201515202504528590E+00    0.542605473625660528E-01   -0.236912519901421277E+02
    0.682014419733606436E+00    0.199170203019292974E+00    0.472130291883654449E-01   -0.236834107672589838E+02
    0.451726553192274116E+00    0.184477312941276922E+00    0.478354448993281983E-02   -0.236570077202157520E+02
    0.455267266737193532E+00    0.289831080989688517E+00    0.170713357984990183E+00   -0.236569699460090490E+02
    0.540552496089600765E+00    0.268315876806133669E+00    0.178864031689939473E+00   -0.236406000983868765E+02
    0.119866657937879983E+00    0.429668548209510170E+00    0.443435701372523694E+00   -0.236386522977186360E+02
    0.119866657937879983E+00    0.429668548209510170E+00    0.443435701372523694E+00   -0.236386522977186360E+02
    0.797207569576442676E+00    0.192243906075367288E+00    0.227527039198150045E-02   -0.235996809565584229E+02
    0.700899171144839905E+00    0.185392565996935210E+00    0.191699040807114598E-01   -0.235890906601014834E+02
    0.736897777759601413E+00    0.200040911780910463E+00    0.137230844257328431E-01   -0.235691744717265195E+02
    0.686694126864268783E+00    0.189760811321425832E+00    0.265444933798020810E-01   -0.235571295121151891E+02
    0.686694126864268783E+00    0.189760811321425832E+00    0.265444933798020810E-01   -0.235571295121151891E+02
    0.776549994945526123E+00    0.195870247130596198E+00    0.884049810042559711E-02   -0.235547289129024833E+02
    0.474581488258662698E+00    0.296615356165097765E+00    0.188825175597160833E+00   -0.235489107876578601E+02
    0.474581488258662698E+00    0.296615356165097765E+00    0.188825175597160833E+00   -0.235489107876578601E+02
    0.241505035266784962E+00    0.291494453100379414E+00    0.161309811636542288E+00   -0.235440802067353800E+02
    0.261201756451494016E+00    0.281336288291922476E+00    0.142551419848191974E+00   -0.235205631735544287E+02
    0.790740200401082949E+00    0.191706004266632812E+00    0.235004740414556604E-02   -0.234675564245151875E+02
    0.790740200401082949E+00    0.191706004266632812E+00    0.235004740414556604E-02   -0.234675564245151875E+02
    0.324687096910866724E+00    0.244985949147921683E+00    0.120019971207907666E+00   -0.234567925309386922E+02
    0.755973784674785598E+00    0.187829704162997574E+00    0.235097711154739347E-01   -0.234343402445172799E+02
    0.755973784674785598E+00    0.187829704162997574E+00    0.235097711154739347E-01   -0.234343402445172799E+02
    0.679614089752407224E+00    0.200487531317319556E+00    0.464612091393583615E-01   -0.234241590017268848E+02
