    0.251329481080789892E-05    0.614413051143720919E-05    0.112182162984033402E-04    0.249946882754077003E-05    0.465982597297333279E-05    0.137176851259441107E-04    0.112325470599466751E+00    0.274596656211564982E+00    0.501370320579186846E+00    0.111707552609781574E+00   -0.283439983486426357E+02
    0.126546209453432305E-04    0.290165150993372493E-05    0.508095292214072970E-05    0.175792588033511927E-05    0.459401075176519782E-05    0.683887880247584939E-05    0.565060749074531299E+00    0.129566059926888161E+00    0.226877365714678703E+00    0.784958252839018655E-01   -0.282860541972843933E+02
    0.529159348777196387E-05    0.501839666716176294E-05    0.100255712526018284E-04    0.233390019570804900E-05    0.470365022922309762E-05    0.123594714483098766E-04    0.233423871302476327E+00    0.221372556392945730E+00    0.442250081985508858E+00    0.102953490319069099E+00   -0.282612082222256689E+02
    0.489287156919457774E-05    0.350495686895589080E-05    0.533341699263599157E-05    0.806325135589941112E-05    0.455058208686332957E-05    0.133966683485354019E-04    0.224500323044100003E+00    0.160818435188512715E+00    0.244713931449619143E+00    0.369967310317768028E+00   -0.280764195692434626E+02
    0.122005775872356198E-04    0.239847850307848315E-05    0.213411592521594649E-05    0.496977532051476446E-05    0.446616293996535586E-05    0.710389124573071095E-05    0.562162244524852528E+00    0.110513953056275843E+00    0.983330002221197014E-01    0.228990802196752052E+00   -0.272223820826331533E+02
    0.481706565281772765E-05    0.643187066986140159E-05    0.718774689992575344E-05    0.248480686234014813E-05    0.433464967399813606E-05    0.967255376226590241E-05    0.230244864646809128E+00    0.307428899363613395E+00    0.343558076921968880E+00    0.118768159067608625E+00   -0.272096771031103799E+02
    0.421298128323833148E-05    0.382104724731262070E-05    0.504084710826925428E-05    0.827388672401667237E-05    0.446181649949459612E-05    0.133147338322859275E-04    0.197340773747715248E+00    0.178982143431609675E+00    0.236118938540632706E+00    0.387558144280042316E+00   -0.270461930812837821E+02
    0.100143076209650112E-04    0.339330149149754523E-05    0.475518098192607399E-05    0.379628641132691059E-05    0.452890754921191507E-05    0.855146739325298500E-05    0.456044115441670450E+00    0.154528424299370304E+00    0.216547402650944298E+00    0.172880057608014948E+00   -0.269780882022278732E+02
    0.117181477149931120E-04    0.279980277255760789E-05    0.233832546430419130E-05    0.446007586128649394E-05    0.438524102064748141E-05    0.679840132559068482E-05    0.549725760660834117E+00    0.131345306978445792E+00    0.109696325375087264E+00    0.209232606985632646E+00   -0.267898999571373864E+02
    0.144429800274856558E-04    0.227899880164373054E-05    0.181471213924284822E-05    0.316234235130234818E-05    0.444125408922151007E-05    0.497705449054519619E-05    0.665604767489349824E+00    0.105027664968713366E+00    0.836310130736304669E-01    0.145736554468306301E+00   -0.266909571647922306E+02
