    0.441908858897881546E-05    0.621976852416992188E+00    0.220491230487823486E+00    0.170680284500122070E-01    0.140463888645172119E+00   -0.246595705033129455E+02
    0.430490252346404193E-05    0.502522368186859469E+00    0.242517104356238411E+00    0.544526836109631152E-01    0.200507843845939004E+00   -0.242674354665329268E+02
    0.413195299994422306E-05    0.477041423320770264E+00    0.242461681365966797E+00    0.149352073669433594E+00    0.131144821643829346E+00   -0.238478939792230911E+02
    0.470903004949134876E-05    0.717450864999385818E+00    0.174454289208670899E+00    0.167255741047714901E-01    0.913692716871717936E-01   -0.228643073730847171E+02
    0.372869441048748888E-05    0.126741925343788531E+00    0.383028637321995491E+00    0.316261673952807576E+00    0.173967763381408402E+00   -0.226469857680053117E+02
    0.416208493098466024E-05    0.576024511764086575E-01    0.205748435637632399E+00    0.425343916516344733E-01    0.694114721534324408E+00   -0.224088936342096083E+02
    0.440385810506229446E-05    0.406322598457336426E+00    0.241954743862152100E+00    0.599283576011657715E-01    0.291794300079345703E+00   -0.219602362525262400E+02
    0.359369651771704935E-05    0.549870206586547616E+00    0.178379649209910562E+00    0.167116134885348933E-01    0.255038530715006928E+00   -0.215282502488376117E+02
    0.405599450941398321E-05    0.323199345766012613E+00    0.325178528279146062E+00    0.292160918249277479E+00    0.594612077055638455E-01   -0.214451848009940029E+02
    0.388714138525345185E-05    0.252307692796133631E+00    0.306928592216872964E+00    0.253910892149308287E+00    0.186852822837685117E+00   -0.213575198766801542E+02
    0.421157781289793796E-05    0.589857140972648630E+00    0.189220139820926558E+00    0.331521657687786631E-01    0.187770553437646148E+00   -0.212697305704911379E+02
    0.379190459475301568E-05    0.204964703711948609E+00    0.342008460424056859E+00    0.320305489352166628E+00    0.132721346511827876E+00   -0.212557897516734293E+02
    0.339514995221424496E-05    0.556550548189526428E+00    0.172439926005511501E+00    0.497923206184702760E-02    0.266030293743115043E+00   -0.212231625601629545E+02
    0.372357334923738311E-05    0.397224846771264017E+00    0.187882664152688728E+00    0.232087196460580847E-01    0.391683769429989170E+00   -0.211718857291405449E+02
