    0.320711053918088445E-04    0.387810971455164171E-04    0.313878327179831600E-04    0.378818704814866075E-04    0.291287872133554013E-04    0.692697031994697675E-04    0.228880025740237969E+00    0.276766840570687289E+00    0.224003752681911583E+00    0.270349381007163214E+00   -0.356723704296795547E+09   -0.552145825119699829E+01    1
    0.369427973636083539E-04    0.351558816935667535E-04    0.285614853660918375E-04    0.380097189334789535E-04    0.288012287255383678E-04    0.665712042995707877E-04    0.266408224117188508E+00    0.253522111957964036E+00    0.205967472350241931E+00    0.274102191574605414E+00   -0.344488752919376493E+09   -0.552545825119700584E+01    1
    0.351643649195824439E-04    0.390018022129259923E-04    0.216074779106025936E-04    0.345357990525286664E-04    0.270302399194301992E-04    0.561432769631312566E-04    0.269852773631463039E+00    0.299301424264390992E+00    0.165816668627209701E+00    0.265029133476936352E+00   -0.330373723139332891E+09   -0.552945825119701162E+01    1
    0.375278293384872976E-04    0.367627411855732619E-04    0.273415833459355260E-04    0.278258637752217577E-04    0.268181614576867417E-04    0.551674471211572871E-04    0.289884164929305688E+00    0.283974232374871127E+00    0.211200386374412546E+00    0.214941216321410583E+00   -0.312401468540804446E+09   -0.553345825119701562E+01    1
    0.220022926616945109E-04    0.394094629919845220E-04    0.278023884180144022E-04    0.359529260765204724E-04    0.260599043222056295E-04    0.637553144945348814E-04    0.175783396029330768E+00    0.314854881122635932E+00    0.222122227396493344E+00    0.287239495451539983E+00   -0.303837807841097474E+09   -0.553745825119701252E+01    1
    0.272549203091239290E-04    0.348253417927917684E-04    0.333998492019523115E-04    0.286782644435549737E-04    0.257999293731341775E-04    0.620781136455072818E-04    0.219517371623554197E+00    0.280491280456482639E+00    0.269010036583420431E+00    0.230981311336542816E+00   -0.279636775217928588E+09   -0.554145825119701030E+01    1
    0.264714585005287539E-04    0.363861494864273940E-04    0.322145060326327280E-04    0.274478907574430970E-04    0.254507919304597149E-04    0.596623967900758250E-04    0.216058255537149524E+00    0.296981293403022040E+00    0.262932621421769430E+00    0.224027829638059034E+00   -0.278817503320427477E+09   -0.554545825119700275E+01    1
    0.141394928518138067E-04    0.377918565115692274E-04    0.384948747469754035E-04    0.313770974954911806E-04    0.254077155200502318E-04    0.698719722424665841E-04    0.116084624502840780E+00    0.310269506720531607E+00    0.316041256013881000E+00    0.257604612762746654E+00   -0.272819063513319612E+09   -0.554945825119700675E+01    1
    0.213292445695715059E-04    0.358914915185200301E-04    0.366680561466846953E-04    0.277636832580959365E-04    0.253134682545457266E-04    0.644317394047806284E-04    0.175329309848867188E+00    0.295032973008617305E+00    0.301416440546112385E+00    0.228221276596403178E+00   -0.268923375488636076E+09   -0.555345825119701342E+01    1
    0.291513413668604273E-04    0.373197561593585097E-04    0.121510670310366909E-04    0.322413040847455414E-04    0.229945402530168602E-04    0.443923711157822340E-04    0.262948126411194583E+00    0.336628076105673468E+00    0.109603886472962125E+00    0.290819911010169962E+00   -0.263150079920880973E+09   -0.555745825119701031E+01    1
    0.349177301247201956E-04    0.234690247909320145E-04    0.259473669151444813E-04    0.394121644464827251E-04    0.257410679460957506E-04    0.653595313616272064E-04    0.282171943701645445E+00    0.189654376684442516E+00    0.209681984774912594E+00    0.318491694838999251E+00   -0.259636147429886758E+09   -0.556145825119700987E+01    1
    0.329503652950222529E-04    0.379510540722941713E-04    0.208032939693322038E-05    0.328808734371944210E-04    0.219132413295555266E-04    0.349612028341276401E-04    0.311255895705299990E+00    0.358493425565047819E+00    0.196512173387751454E-01    0.310599461390876908E+00   -0.258626131717428297E+09   -0.556545825119700499E+01    1
    0.141792334124110229E-04    0.390364975483976478E-04    0.211444208420474317E-04    0.348188187685156243E-04    0.227632684083571946E-04    0.559632396105630593E-04    0.129871470102769199E+00    0.357545938967055721E+00    0.193667523437813016E+00    0.318915067492362037E+00   -0.251043577088597655E+09   -0.556945825119699478E+01    1
    0.374024540822071570E-04    0.326460492696200395E-04    0.708575748549379716E-05    0.310182535052524753E-04    0.223751567372723530E-04    0.381040109907462699E-04    0.345830647669778168E+00    0.301851967733395121E+00    0.655163453995127182E-01    0.286801039197313978E+00   -0.247182266102486014E+09   -0.557345825119699168E+01    1
    0.328824288913959103E-04    0.331468137483486840E-04    0.900522091469926470E-05    0.324150043145231045E-04    0.222668044647711177E-04    0.414202252292223709E-04    0.306026912404029294E+00    0.308487463044216648E+00    0.838088926199336698E-01    0.301676731931820485E+00   -0.243878433081475616E+09   -0.557745825119699568E+01    1
    0.337187408450913265E-04    0.332303941149576342E-04    0.272951715105104366E-04    0.187883101211450797E-04    0.233828948573156084E-04    0.460834816316555164E-04    0.298309831815093629E+00    0.293989426388245101E+00    0.241480488849566660E+00    0.166220252947094610E+00   -0.240397450794346154E+09   -0.558145825119699612E+01    1
    0.298882548553955856E-04    0.311847271089290201E-04    0.697846644334141241E-05    0.387589842814749596E-04    0.221884487467888854E-04    0.457374507248163695E-04    0.279825239004337534E+00    0.291963306615267093E+00    0.653350638851113580E-01    0.362876390495283863E+00   -0.240113001688131988E+09   -0.558545825119700012E+01    1
    0.146231332152258991E-04    0.304767836607486871E-04    0.330198783315003287E-04    0.376609136234574280E-04    0.241945070375777419E-04    0.706807919549577566E-04    0.126300256432003599E+00    0.263228511627546791E+00    0.285193264619905573E+00    0.325277967320543926E+00   -0.239790680081430525E+09   -0.558945825119700590E+01    1
