

    0.119373545446672513E-97    0.482451823067949931E+03    0.454673293272264155E-05    0.467290461063385010E+00    0.129965543746948242E+00    0.170440375804901123E+00    0.232303619384765625E+00
    0.148167786576775002E-97    0.482011647646512017E+03    0.398015890917221233E-05    0.188553103699984959E+00    0.231677668726771036E+00    0.379984538796877436E+00    0.199784688776366570E+00
    0.366821818241101498E-96    0.475585415667381085E+03    0.430368857367869524E-05    0.449457837785263992E-01    0.314590039099880481E+00    0.523343642097812034E+00    0.117120535023781058E+00
    0.419933667274306485E-96    0.475306974582449016E+03    0.456409652560774535E-05    0.446728467941284180E+00    0.582571029663085938E-01    0.245631337165832520E-01    0.470451295375823975E+00
    0.135984603532335310E-95    0.472948914583934652E+03    0.417026920464500903E-05    0.620436072349548340E-01    0.457028388977050781E+00    0.188394546508789062E+00    0.292533457279205322E+00
    0.116299222243571227E-94    0.468648494993957740E+03    0.359102532485570484E-05    0.767026543617248535E-01    0.293981671333312988E+00    0.510000050067901611E+00    0.119315624237060547E+00
    0.335700991570131564E-92    0.457310045650542065E+03    0.447749491544226490E-05    0.311198435217102165E+00    0.855170331994286603E-01    0.699477842479316325E-01    0.533336747335537487E+00
    0.115894009583561441E-89    0.445613624682154807E+03    0.413102842906181437E-05    0.275810062885284424E+00    0.506167411804199219E-01    0.705808401107788086E-02    0.666515111923217773E+00
    0.141094077717101357E-89    0.445212123036540561E+03    0.394475500680059221E-05    0.140081822872161865E+00    0.462453603744506836E+00    0.206715345382690430E+00    0.190749228000640869E+00
    0.965144700604545744E-89    0.441358420730197167E+03    0.490121320140800953E-05    0.642214417457580566E-01    0.401211977005004883E+00    0.112531125545501709E+00    0.422035455703735352E+00
    0.105101400152495688E-87    0.436574785236258322E+03    0.415621865155436794E-05    0.116245806217193604E+00    0.499156236648559570E+00    0.291060805320739746E+00    0.935371518135070801E-01
    0.332003124374148189E-87    0.434266347676767111E+03    0.359004924951926229E-05    0.242916606580196939E-01    0.461898682972632757E+00    0.185817260945114027E+00    0.327992395424233529E+00
    0.344146046672194748E-86    0.429581334006943678E+03    0.498235603724871981E-05    0.904950499534606934E+00    0.525623559951782227E-01    0.522547960281372070E-02    0.372616648674011230E-01
    0.328749769386692453E-85    0.425059702300053573E+03    0.355695373335746927E-05    0.244500637054443359E-01    0.528781294822692871E+00    0.323343992233276367E+00    0.123424649238586426E+00
    0.766380280761987778E-85    0.423358939070804468E+03    0.365188838125389031E-05    0.735883057117462158E+00    0.337404608726501465E-01    0.251114368438720703E-02    0.227865338325500488E+00
    0.159663801416191788E-84    0.421882985151317257E+03    0.419304855341068537E-05    0.173044443130493164E+00    0.410747766494750977E+00    0.123622715473175049E+00    0.292585074901580811E+00
    0.225364740084995668E-84    0.421185685564602409E+03    0.446623001222044089E-05    0.162047907122039869E+00    0.300783688971290430E+00    0.476753177087504698E+00    0.604152268191650021E-01
    0.733712791392086669E-83    0.414211720372773527E+03    0.411145988601739457E-05    0.536857783794403076E+00    0.722898244857788086E-01    0.499517917633056641E-01    0.340900599956512451E+00
    0.100927899858376186E-82    0.413565972707839023E+03    0.388253318182211120E-05    0.211510419845581055E+00    0.445949852466583252E+00    0.189073443412780762E+00    0.153466284275054932E+00
    0.290467129521499801E-82    0.411443804669100302E+03    0.363347042646360114E-05    0.458229780197143555E-01    0.230441749095916748E+00    0.359850466251373291E+00    0.363884806632995605E+00
    0.262745072789123537E-81    0.407031246805886838E+03    0.433266979542235334E-05    0.749025940895080566E+00    0.593024492263793945E-01    0.231633186340332031E-01    0.168508291244506836E+00
    0.144964160796225710E-80    0.403607472044231486E+03    0.388858280741154061E-05    0.552208483219146729E+00    0.351617872714996338E+00    0.285761952400207520E-01    0.675974488258361816E-01
    0.689977995491111240E-79    0.395873955535157393E+03    0.410802485608450239E-05    0.681715548038482666E+00    0.115295290946960449E+00    0.134597897529602051E+00    0.683912634849548340E-01
    0.484472803980617891E-77    0.387362811980920810E+03    0.376171902406770832E-05    0.153896689414978027E+00    0.448645949363708496E+00    0.196298897266387939E+00    0.201158463954925537E+00
    0.118527384774694200E-76    0.385565476332129720E+03    0.406068241308262677E-05    0.493265330791473389E+00    0.363374054431915283E+00    0.616869926452636719E-01    0.816736221313476562E-01
    0.133993263662995348E-76    0.385312185335142374E+03    0.403039225251132652E-05    0.204103052616119385E+00    0.201577603816986084E+00    0.283816754817962646E+00    0.310502588748931885E+00
