    0.424487976145541951E-05    0.763112306594848633E-01    0.725811719894409180E-01    0.704279243946075439E+00    0.146828353404998779E+00   -0.236326095076818547E+04   -0.460515351937698814E+01    1
    0.409853476300106029E-05    0.817335247993469238E-01    0.597681403160095215E-01    0.673922002315521240E+00    0.184576332569122314E+00   -0.225422437498815316E+04   -0.461515351937698259E+01    1
    0.335201995055913958E-05    0.110725402832031250E+00    0.363838076591491699E-01    0.654840528964996338E+00    0.198050260543823242E+00   -0.195384882546148174E+04   -0.462515351937698149E+01    1
    0.422457926035426296E-05    0.351265072822570801E-01    0.148233056068420410E+00    0.742199420928955078E+00    0.744410157203674316E-01   -0.182704755810214237E+04   -0.463515351937698661E+01    1
    0.391313791074802363E-05    0.290808677673339844E-01    0.691672921180725098E+00    0.614809989929199219E-02    0.273098111152648926E+00   -0.181673930626198603E+04   -0.464515351937698728E+01    1
    0.493985107061843706E-05    0.113355875015258789E+00    0.684320569038391113E+00    0.117778539657592773E+00    0.845450162887573242E-01   -0.179536061280749072E+04   -0.465515351937698174E+01    1
    0.426128823046173888E-05    0.624486804008483887E-01    0.701277256011962891E-01    0.567637503147125244E+00    0.299786090850830078E+00   -0.173679273368389795E+04   -0.466515351937698153E+01    1
    0.447387236850686725E-05    0.139560639858245850E+00    0.428889989852905273E-01    0.496244013309478760E+00    0.321306347846984863E+00   -0.173356383423355464E+04   -0.467515351937698398E+01    1
    0.410600391575567458E-05    0.299320816993713379E-01    0.663859248161315918E+00    0.165617465972900391E-01    0.289646923542022705E+00   -0.166387298512215807E+04   -0.468515351937698377E+01    1
    0.354399104959866288E-05    0.122981667518615723E+00    0.821980237960815430E-01    0.644898831844329834E+00    0.149921476840972900E+00   -0.164978527950395642E+04   -0.469515351937698444E+01    1
    0.410480906814638289E-05    0.283144474029541016E+00    0.427474379539489746E-01    0.457082629203796387E+00    0.217025458812713623E+00   -0.142794374188803636E+04   -0.470515351937698423E+01    1
    0.401299146227887723E-05    0.375200152397155762E+00    0.359826683998107910E-01    0.448757827281951904E+00    0.140059351921081543E+00   -0.140986466685421078E+04   -0.471515351937698135E+01    1
    0.376804957272943301E-05    0.104832649230957031E-01    0.162803530693054199E-01    0.409091591835021973E+00    0.564144790172576904E+00   -0.133933905699454522E+04   -0.472515351937698025E+01    1
    0.414466606838071383E-05    0.276444315910339355E+00    0.110432624816894531E+00    0.540719866752624512E+00    0.724031925201416016E-01   -0.125960967813380057E+04   -0.473515351937698448E+01    1
    0.430840381065643546E-05    0.641537964344024658E+00    0.129305720329284668E-01    0.342418313026428223E+00    0.311315059661865234E-02   -0.125212033095134848E+04   -0.474515351937698782E+01    1
    0.429504935033625349E-05    0.114950716495513916E+00    0.188304126262664795E+00    0.666941642761230469E+00    0.298035144805908203E-01   -0.122201407744547760E+04   -0.475515351937698494E+01    1
    0.418901620900727503E-05    0.431976377964019775E+00    0.159758329391479492E-01    0.340499937534332275E+00    0.211547851562500000E+00   -0.120276436785752253E+04   -0.476515351937698117E+01    1
    0.378678147114415624E-05    0.478602766990661621E+00    0.427024960517883301E-01    0.421712040901184082E+00    0.569826960563659668E-01   -0.118308626056905791E+04   -0.477515351937698451E+01    1
    0.422973331066876327E-05    0.828446745872497559E-01    0.125050008296966553E+00    0.532742738723754883E+00    0.259362578392028809E+00   -0.116552833135338233E+04   -0.478515351937698341E+01    1
    0.396987484064510886E-05    0.119893729686737061E+00    0.101196467876434326E+00    0.501580715179443359E+00    0.277329087257385254E+00   -0.114398571886595983E+04   -0.479515351937697876E+01    1
    0.449002471444480227E-05    0.397480249404907227E+00    0.543652415275573730E+00    0.276345014572143555E-01    0.312328338623046875E-01   -0.107043252343476775E+04   -0.480515351937698032E+01    1
    0.390826124387673123E-05    0.532627701759338379E-01    0.497643351554870605E-01    0.382032990455627441E+00    0.514939904212951660E+00   -0.106663284448580089E+04   -0.481515351937698277E+01    1
    0.393900765381000196E-05    0.925125479698181152E-01    0.152928948402404785E+00    0.579697012901306152E+00    0.174861490726470947E+00   -0.106205864326399615E+04   -0.482515351937698345E+01    1
    0.438046110032203150E-05    0.220502495765686035E+00    0.563756704330444336E+00    0.561138391494750977E-01    0.159626960754394531E+00   -0.103145318945585200E+04   -0.483515351937698323E+01    1
    0.462480317222607334E-05    0.113422632217407227E+00    0.527962803840637207E+00    0.921082496643066406E-02    0.349403738975524902E+00   -0.979826212506813022E+03   -0.484515351937698480E+01    1
    0.324119340112697159E-05    0.220918655395507812E-02    0.214434921741485596E+00    0.717445135116577148E+00    0.659107565879821777E-01   -0.930912115025118851E+03   -0.485515351937698814E+01    1
    0.421862010490894409E-05    0.326021850109100342E+00    0.642668604850769043E-01    0.320738673210144043E+00    0.288972616195678711E+00   -0.844095487121266729E+03   -0.486515351937698437E+01    1
    0.428898427300031759E-05    0.290262341499328613E+00    0.137566149234771729E+00    0.454993009567260742E+00    0.117178499698638916E+00   -0.833669852453308295E+03   -0.487515351937698149E+01    1
    0.423047233963717303E-05    0.591598749160766602E-01    0.563280284404754639E+00    0.105143666267395020E+00    0.272416174411773682E+00   -0.822877104998259142E+03   -0.488515351937698572E+01    1
    0.400251358153705810E-05    0.101015925407409668E+00    0.223021686077117920E+00    0.628202021121978760E+00    0.477603673934936523E-01   -0.810259421099212318E+03   -0.489515351937698817E+01    1
    0.385001478313234756E-05    0.415621638298034668E+00    0.738685727119445801E-01    0.352493643760681152E+00    0.158016145229339600E+00   -0.801018328931194333E+03   -0.490515351937698973E+01    1
    0.324197784314834960E-05    0.260727584362030029E+00    0.188165307044982910E-01    0.284935832023620605E+00    0.435520052909851074E+00   -0.782412064796582740E+03   -0.491515351937698775E+01    1
    0.430981931357501496E-05    0.913684368133544922E-01    0.187764167785644531E-01    0.195715367794036865E+00    0.694139778614044189E+00   -0.775003065178343263E+03   -0.492515351937698220E+01    1
    0.379037273735204537E-05    0.344232320785522461E+00    0.712697505950927734E-01    0.319769859313964844E+00    0.264728069305419922E+00   -0.720278691645894355E+03   -0.493515351937698199E+01    1
    0.389439908204290327E-05    0.745831727981567383E-01    0.194626808166503906E+00    0.541787803173065186E+00    0.189002215862274170E+00   -0.707480209700795058E+03   -0.494515351937698799E+01    1
    0.383561778285214022E-05    0.434760451316833496E-01    0.257411181926727295E+00    0.665190756320953369E+00    0.339220166206359863E-01   -0.701875936705775530E+03   -0.495515351937699045E+01    1
    0.427173856900170820E-05    0.232980489730834961E+00    0.189288377761840820E+00    0.501784801483154297E+00    0.759463310241699219E-01   -0.682572770835960114E+03   -0.496515351937698846E+01    1
    0.382747822072533588E-05    0.191634833812713623E+00    0.512151122093200684E+00    0.517102479934692383E-01    0.244503796100616455E+00   -0.660277471197860677E+03   -0.497515351937698824E+01    1
    0.364065577932760051E-05    0.115647792816162109E+00    0.557960689067840576E+00    0.127442359924316406E+00    0.198949158191680908E+00   -0.650969783491342923E+03   -0.498515351937698359E+01    1
