    0.380421666578159386E-05    0.366084222478592791E+00    0.207958266959709259E+00    0.866238291681676875E-01    0.339333681393530262E+00   -0.261627192228150172E+02
    0.417733345374795373E-05    0.579707622528076172E+00    0.241698026657104492E+00    0.161548256874084473E+00    0.170460939407348633E-01   -0.259963821892525182E+02
    0.382870096233670509E-05    0.621749671513332960E-02    0.426387943974455841E+00    0.386213547093919307E+00    0.181181012216491522E+00   -0.251861195662738240E+02
    0.402494914190741926E-05    0.145928912450104531E+00    0.380902133946927068E+00    0.405470791832434951E+00    0.676981617705334493E-01   -0.239365829303426629E+02
    0.470082751847552010E-05    0.728151605015781439E-01    0.434007651982533382E+00    0.424899838108314554E+00    0.682773494075739062E-01   -0.228376601823172649E+02
    0.412358734411547223E-05    0.731916427612304688E-01    0.271372973918914795E+00    0.179545998573303223E+00    0.475889384746551514E+00   -0.227678429749412778E+02
    0.432732423141664828E-05    0.192024712540554726E+00    0.370791204077015712E+00    0.301180144804479855E+00    0.136003938577949679E+00   -0.226106053608421362E+02
    0.429954578868454127E-05    0.956842330868598878E-01    0.278617456110177963E+00    0.112114563640337339E+00    0.513583747162624782E+00   -0.223302970993860548E+02
    0.386543124104551152E-05    0.192971155047673121E+00    0.335040820767125935E+00    0.228499160883967267E+00    0.243488863301233649E+00   -0.219927300422627248E+02
    0.398706119254334300E-05    0.446617443052264640E+00    0.230038851309619152E+00    0.361663597991929153E-01    0.287177345838923292E+00   -0.218880752245268475E+02
    0.358890973332381911E-05    0.355114997680566147E+00    0.253942300889324291E+00    0.160017975994236172E+00    0.230924725435873390E+00   -0.218618397600082837E+02
    0.367347045993641922E-05    0.173105155489810363E-01    0.388933255639071829E+00    0.406458489401080647E+00    0.187297739410866471E+00   -0.217929530157611460E+02
    0.459098278785235834E-05    0.271429242957725081E+00    0.331211611030717501E+00    0.232720323223788994E+00    0.164638822787768424E+00   -0.216756838495965169E+02
    0.438308226935596429E-05    0.119619931244274447E+00    0.379867981322654757E+00    0.385885827388275648E+00    0.114626260044795147E+00   -0.215652060393406728E+02
    0.427719870867174231E-05    0.160678689324527280E+00    0.306821429454782135E+00    0.246327484666857832E+00    0.286172396553832753E+00   -0.214407724301715028E+02
    0.372410016998240547E-05    0.338727353727043934E+00    0.293410442839491414E+00    0.233232235243606922E+00    0.134629968189857729E+00   -0.214003041533268181E+02
    0.374379669789555082E-05    0.394214190835518785E+00    0.300264900742424845E+00    0.173624047459241870E+00    0.131896860962814499E+00   -0.213566312057708920E+02
    0.473209503217612330E-05    0.315333492320254316E+00    0.331868260860071818E+00    0.299345137963145769E+00    0.534531088565280976E-01   -0.213271003676392965E+02
    0.389239042868063735E-05    0.484954597140689503E+00    0.218312126272647566E+00    0.185794064578965745E-01    0.278153870128766356E+00   -0.212023593899419787E+02
    0.405894404812177191E-05    0.474812499290015566E+00    0.249385768815352571E+00    0.807121333320621748E-01    0.195089598562569688E+00   -0.211931576526731540E+02
    0.378337058368173508E-05    0.119434285971164022E-01    0.393062488716350467E+00    0.409180933227871690E+00    0.185813149458661453E+00   -0.211717629941307912E+02
    0.346106658978576623E-05    0.632864423154547828E+00    0.209632507836767346E+00    0.818520290379829429E-01    0.756510399707018832E-01   -0.210546925296298646E+02
    0.461441716727378343E-05    0.390924138252866926E+00    0.280472855689363254E+00    0.201384082599028735E+00    0.127218923458741084E+00   -0.210040505123102470E+02
    0.388947152593227043E-05    0.337950505192595896E+00    0.187569946771263873E+00    0.161830892364834833E-01    0.458296458799656747E+00   -0.209771634546812358E+02
    0.404114634474012185E-05    0.473063156934145634E+00    0.245238471178158834E+00    0.736483130868762492E-01    0.208050058800819282E+00   -0.209770589938143992E+02
    0.486687992180294853E-05    0.231076423553790156E+00    0.226116115636278703E+00    0.296601946336937372E-01    0.513147266176237404E+00   -0.209195510284909858E+02
    0.401693430905738592E-05    0.248368655432445046E+00    0.347787255310741283E+00    0.265883511154549002E+00    0.137960578102264697E+00   -0.209009136808838569E+02
    0.398101854536650810E-05    0.881072959380630183E-01    0.413022559812083689E+00    0.446892995607810262E+00    0.519771486420430584E-01   -0.208987443083572337E+02
    0.409980486835605410E-05    0.372193709183684107E-01    0.440918093011313683E+00    0.447233226639347781E+00    0.746293094309701255E-01   -0.208594431031245833E+02
    0.399689599379357329E-05    0.421439558927301158E-02    0.278775690785613484E+00    0.115025318869801385E+00    0.601984594755312186E+00   -0.208154757536658970E+02
    0.374333795128502229E-05    0.153852751134871291E+00    0.286409172437231518E+00    0.135843341179545773E+00    0.423894735248351417E+00   -0.208102041108676268E+02
    0.354334543030123612E-05    0.387166825719747698E+00    0.248782762226531950E+00    0.729015206335829058E-01    0.291148891420137446E+00   -0.207983541948176800E+02
    0.383903237627765372E-05    0.325014247018884039E+00    0.284457441183509463E+00    0.142535221676218127E+00    0.247993090121388371E+00   -0.207898415146736362E+02
    0.338065476421467743E-05    0.622689361847571510E+00    0.236250477154061889E+00    0.133792633190434440E+00    0.726752780793216147E-02   -0.207611311847163336E+02
    0.379057547061341187E-05    0.111473858356475830E+00    0.377786219120025635E+00    0.381070971488952637E+00    0.129668951034545898E+00   -0.207475762591069959E+02
    0.391490552094377184E-05    0.148410705521594605E+00    0.349907811489878040E+00    0.327992892006677694E+00    0.173688590981849633E+00   -0.207360083014786376E+02
    0.428863685149816111E-05    0.102985382080078125E+00    0.360132336616516113E+00    0.285146892070770264E+00    0.251735389232635498E+00   -0.207350446918675004E+02
    0.374429607771190530E-05    0.127175853150972684E+00    0.371574819566359404E+00    0.369940358057877949E+00    0.131308969224789962E+00   -0.207133625449618428E+02
    0.427731535300558344E-05    0.503970134637733158E-01    0.391797380090625036E+00    0.400784217678297194E+00    0.157021388767304426E+00   -0.206732768959967359E+02
    0.382872560920989764E-05    0.278756119021545012E+00    0.199110700803911633E+00    0.338398742079387693E-01    0.488293305966604585E+00   -0.206645952867200187E+02
    0.385840982051201768E-05    0.261503097170288301E+00    0.269932545487524433E+00    0.176444875311226879E+00    0.292119482030960387E+00   -0.206265101369862087E+02
    0.400049481265985761E-05    0.241509207168310869E+00    0.217340883797596807E+00    0.669111980331523748E-01    0.474238711000939950E+00   -0.206123693976829649E+02
    0.433611934530886215E-05    0.130703091621398926E+00    0.318818271160125732E+00    0.204999089241027832E+00    0.345479547977447510E+00   -0.205986675763755045E+02
    0.353435826112681025E-05    0.302648543662005332E+00    0.323837124034700552E+00    0.218624767259741670E+00    0.154889565043552446E+00   -0.205962909724546854E+02
    0.459341986789278469E-05    0.386841384296889579E+00    0.292102986909044182E+00    0.221177113784397195E+00    0.998785150096690444E-01   -0.205857666858970028E+02
    0.323427630001613608E-05    0.251249654162572292E-02    0.370018863132105136E+00    0.364800596850669567E+00    0.262668043475599577E+00   -0.205835916021681022E+02
    0.431126953534817019E-05    0.261662912027131933E+00    0.213141297964065113E+00    0.568768090234537671E-01    0.468318980985349187E+00   -0.205670752914801405E+02
    0.415132783799352013E-05    0.240281517981358522E+00    0.357216283800813272E+00    0.342890317770998765E+00    0.596118804468294128E-01   -0.205438759967758209E+02
    0.425258637459484632E-05    0.175832111323642321E+00    0.391389802881034199E+00    0.404127880675255069E+00    0.286502051200684393E-01   -0.205313957836827683E+02
    0.446340544583618041E-05    0.163338114336445323E+00    0.358917919478245473E+00    0.340681543803262543E+00    0.137062422382046689E+00   -0.205280370770211107E+02
    0.430577038019205291E-05    0.308365272823155179E+00    0.308268521599781686E+00    0.250199479194261887E+00    0.133166726382801248E+00   -0.204951467188426726E+02
    0.428074456898793205E-05    0.382387829444914229E+00    0.269781759774415097E+00    0.122374561889553646E+00    0.225455848891117028E+00   -0.204802338543637710E+02
    0.455484653865551122E-05    0.354323888077591242E+00    0.220763158069986198E+00    0.272174513764390502E-01    0.397695502475983509E+00   -0.204699602428502310E+02
    0.403912956659184977E-05    0.228202130077235193E+00    0.243145189325907368E+00    0.602097643391259485E-01    0.468442916257731490E+00   -0.204617628679425714E+02
    0.390067568529675839E-05    0.433046817779541016E-01    0.413078606128692627E+00    0.441164076328277588E+00    0.102452635765075684E+00   -0.204570568076526023E+02
    0.402539402599278218E-05    0.342331593332887985E+00    0.307409154233497350E+00    0.251779503994663201E+00    0.984797484389514644E-01   -0.204482891553444013E+02
    0.346724183230919894E-05    0.807361728431760517E-01    0.340370841678565461E+00    0.307872235423076956E+00    0.271020750055181558E+00   -0.204459912554700942E+02
    0.450906258509626007E-05    0.575541809476511124E+00    0.193432498253011009E+00    0.324565319933487473E-01    0.198569160277129120E+00   -0.204403363049306570E+02
    0.428195033240342451E-05    0.475138862238872695E+00    0.230568009502270521E+00    0.104370262438608141E+00    0.189922865820248643E+00   -0.204367472939710559E+02
    0.467259255318143058E-05    0.177980610966140013E+00    0.192305515878897632E+00    0.292991739324754974E-02    0.626783955761714751E+00   -0.204085680429873371E+02
    0.382859563773728990E-05    0.577483785993716872E-01    0.259693796422967915E+00    0.141944101564268843E+00    0.540613723413391534E+00   -0.203901584156927704E+02
    0.430987656399920562E-05    0.279196016930659041E+00    0.279480243836310482E+00    0.191219263546977492E+00    0.250104475686052985E+00   -0.203892875564130485E+02
    0.357995671458250787E-05    0.319569822971263795E+00    0.286672668504224681E+00    0.213142247234155424E+00    0.180615261290356099E+00   -0.203712263903260329E+02
    0.416778770554467513E-05    0.302317497748863351E+00    0.250990811095822497E+00    0.136350014442586431E+00    0.310341676712727721E+00   -0.203637789797167450E+02
    0.383289718479214280E-05    0.306257865736342227E+00    0.322630077257797299E+00    0.280607688531701260E+00    0.905043684741592136E-01   -0.203613788868013863E+02
    0.363081226284639623E-05    0.108949954690063439E+00    0.372593053907769312E+00    0.369172890586009605E+00    0.149284100816157617E+00   -0.203347087632834764E+02
    0.395082678646068757E-05    0.377843752836809599E+00    0.285186331106226376E+00    0.151684725879165705E+00    0.185285190177798320E+00   -0.203045162559374610E+02
    0.454548897698291542E-05    0.618112742900848389E+00    0.212177634239196777E+00    0.724865794181823730E-01    0.972230434417724609E-01   -0.203026404743816435E+02
    0.401448074711462896E-05    0.924456751605595428E-01    0.417660519612605308E+00    0.448956242624230284E+00    0.409375626026048378E-01   -0.203015537854245807E+02
