

    0.152205924471763695E-98    0.798277311120004015E+03    0.772400875118936963E-05    0.522347842476339662E-05    0.216862281074416654E-05    0.458529328134451841E-05    0.406796888182088752E-05    0.675391609208868538E-05    0.392053735772153744E+00    0.265132303201804920E+00    0.110074535363782380E+00    0.232739425662258942E+00
    0.483799209153032479E-98    0.795956439933448564E+03    0.279599772962781544E-05    0.680682137231141147E-05    0.617618665105047322E-05    0.416544948030053988E-05    0.415018323385017390E-05    0.103416361313510131E-04    0.140189225372317150E+00    0.341288909257838335E+00    0.309669358165346409E+00    0.208852507204498106E+00
    0.129023397967780718E-97    0.793986622139476822E+03    0.467260630796260727E-05    0.603269254765651325E-05    0.405911001603494661E-05    0.502462141345277193E-05    0.410896328427886630E-05    0.908373142948771769E-05    0.236121034767388105E+00    0.304850336814972644E+00    0.205119197735010805E+00    0.253909430682628556E+00
    0.138853320244110467E-96    0.789226603236667870E+03    0.285344115368832837E-05    0.532485649725343787E-05    0.273960382275808823E-05    0.870258100808393000E-05    0.410469205513597286E-05    0.114421848308420174E-04    0.145431752574766926E+00    0.271392739816525230E+00    0.139629788681374906E+00    0.443545718927332910E+00
    0.116969527691114910E-95    0.784956442394937767E+03    0.662507418791090004E-05    0.462186183122473043E-05    0.939534363212504679E-06    0.738191973940163351E-05    0.406169090084345850E-05    0.832145410261413745E-05    0.338560001445765257E+00    0.236190192574280727E+00    0.480128593802019582E-01    0.377236946599752099E+00
    0.136700212337359446E-95    0.784636688708444126E+03    0.876212953001026552E-06    0.682291905631382996E-05    0.640625207393119337E-05    0.579801061336500478E-05    0.416287518394316257E-05    0.122042626872961982E-04    0.440232918231892867E-01    0.342801776295757532E+00    0.321867308144272668E+00    0.291307623736780430E+00
    0.222384444010559836E-95    0.783655454074651061E+03    0.419228464161448275E-05    0.526054404239092282E-05    0.254760466684910834E-05    0.761864378389068595E-05    0.408996694265767403E-05    0.101662484507397947E-04    0.213684089869343841E+00    0.268134123040606687E+00    0.129853440574802803E+00    0.388328346515246614E+00
    0.238004918401283460E-95    0.783511686624500726E+03    0.267657771834288083E-05    0.579605496609094401E-05    0.360629720234033266E-05    0.758995133026781363E-05    0.411015974318345741E-05    0.111962485326081467E-04    0.136081848723748344E+00    0.294681476904186612E+00    0.183350398151557292E+00    0.385886276220507640E+00
    0.293552376313963262E-95    0.783084157147382939E+03    0.280580855617234961E-05    0.620120957848755453E-05    0.443784013083583833E-05    0.629068744597736491E-05    0.411661434376806633E-05    0.107285275768132024E-04    0.142170305153569404E+00    0.314215257543272730E+00    0.224865336673002875E+00    0.318749100630154991E+00
    0.101896331689817908E-94    0.780587187235607416E+03    0.271939103837999344E-05    0.716081908691564526E-05    0.692875202998494431E-05    0.317048565701063400E-05    0.415297535232660176E-05    0.100992376869955783E-04    0.136109419235652895E+00    0.358409259064224939E+00    0.346793970237877336E+00    0.158687351462244775E+00
    0.155504425088705979E-94    0.779733750739778770E+03    0.434645908077723534E-05    0.636381342888450649E-05    0.515929752103099685E-05    0.405209115640750525E-05    0.413445551094482517E-05    0.921138867743850125E-05    0.218177542522993650E+00    0.319441906431238265E+00    0.258979282529499422E+00    0.203401268516268718E+00
    0.480626375109836308E-94    0.777468918713846506E+03    0.834937935485304129E-05    0.518767457260150265E-05    0.203357639007560744E-05    0.415142514043384848E-05    0.406585267364163345E-05    0.618500153050945592E-05    0.423352392079470730E+00    0.263039244751066659E+00    0.103111787430575599E+00    0.210496575738886971E+00
    0.740963490378166084E-94    0.776595196409856726E+03    0.828881607196428148E-05    0.466006018059893831E-05    0.734654946381438920E-06    0.591613410453768893E-05    0.404936974648760964E-05    0.665078905091912795E-05    0.422906000873983057E+00    0.237762232591337525E+00    0.374830352970828493E-01    0.301848731237596479E+00
    0.992473330772876783E-94    0.776002698833646718E+03    0.380568418582501428E-05    0.677251042674215786E-05    0.614807476916002899E-05    0.324307430564422043E-05    0.414408498616735530E-05    0.939114907480424899E-05    0.190576327665276379E+00    0.339145368659515944E+00    0.307875655074636267E+00    0.162402648600571436E+00
    0.116747257355430957E-93    0.775669906121202075E+03    0.495298652100854611E-05    0.521502797413778016E-05    0.242501060216071370E-05    0.704520968976579042E-05    0.408598435364854329E-05    0.947022029192650454E-05    0.252211391436715338E+00    0.265554823571548915E+00    0.123484143481012568E+00    0.358749641510723138E+00
    0.198504745828010760E-93    0.774600302913953783E+03    0.599390854112870483E-05    0.587292570011471682E-05    0.409275762492712376E-05    0.392395309781644367E-05    0.411488825786432370E-05    0.801671072274356743E-05    0.301450699660691934E+00    0.295366128663261063E+00    0.205836415605965273E+00    0.197346756070081814E+00
    0.490264314549994471E-93    0.772784039604302961E+03    0.593932872194740671E-05    0.483049616614433317E-05    0.162475101021573511E-05    0.724343635964921289E-05    0.408041229865787807E-05    0.886818736986494800E-05    0.302440422377319940E+00    0.245976838322176539E+00    0.827350033635628479E-01    0.368847735936940702E+00
    0.135837825352714332E-92    0.770737835317460849E+03    0.409431256652625900E-05    0.671991963430393288E-05    0.562739538885077377E-05    0.344655059802982563E-05    0.412568144211907120E-05    0.907394598688059854E-05    0.205866647406457631E+00    0.337885128083590558E+00    0.282951778475518056E+00    0.173296446034433754E+00
    0.348868060273081011E-92    0.768843371144695993E+03    0.720849138610094556E-05    0.505943813678254543E-05    0.152330935445123937E-05    0.581212923127884966E-05    0.405670484169542902E-05    0.733543858573008882E-05    0.367716983436820022E+00    0.258090247999753886E+00    0.777065117591659166E-01    0.296486256804260162E+00
    0.432407665510441054E-92    0.768406021117694763E+03    0.296709547755557139E-05    0.576750035977611128E-05    0.379030804816689124E-05    0.721419587074035418E-05    0.412133161779391261E-05    0.110045039189072446E-04    0.150315643276373978E+00    0.292186595690777651E+00    0.192020309688585966E+00    0.365477451344262350E+00
    0.872312995082369948E-92    0.766994462146914884E+03    0.348715368952450173E-05    0.571245176544635437E-05    0.390945517787356026E-05    0.668179594515319028E-05    0.412632726650971246E-05    0.105912511230267505E-04    0.176200240539428149E+00    0.288640956137146021E+00    0.197538452288107597E+00    0.337620351035318345E+00
    0.903509106681540012E-92    0.766916186365917383E+03    0.636825410378549487E-05    0.519731709746280849E-05    0.245924436347832182E-05    0.573640211551265143E-05    0.409574269426723857E-05    0.819564647899097283E-05    0.322260207181138958E+00    0.263005912973672484E+00    0.124448017489200827E+00    0.290285862355987856E+00
    0.948141585543603201E-92    0.766811751058670779E+03    0.568822755706490637E-05    0.586932192508751765E-05    0.337663167438065948E-05    0.476648214005462264E-05    0.408200942078539512E-05    0.814311381443528297E-05    0.288732793989233238E+00    0.297925091999522995E+00    0.171396852153983897E+00    0.241945261857259980E+00
    0.218480330414919299E-91    0.765134196579569107E+03    0.604034868308888435E-05    0.589285522623519219E-05    0.350624830486074163E-05    0.428069147077570359E-05    0.408139959188056222E-05    0.778693977563644521E-05    0.306303482347115352E+00    0.298824152621633865E+00    0.177800342678779033E+00    0.217072022352471666E+00
