    0.410714620321950777E-05    0.994443893432617188E-02    0.643696188926696777E-01    0.904007673263549805E+00    0.216782689094543457E-01   -0.353750505711045116E+04   -0.552145825119699829E+01    1
    0.428136543789323699E-05    0.959491133689880371E-01    0.167873501777648926E-01    0.788103282451629639E+00    0.991602540016174316E-01   -0.352364420467726222E+04   -0.552545825119700584E+01    1
    0.384017810071399272E-05    0.669836997985839844E-03    0.865492403507232666E+00    0.210390686988830566E-01    0.112798690795898438E+00   -0.314161818166345256E+04   -0.552945825119701162E+01    1
    0.294211512701287034E-05    0.547132492065429688E-01    0.915599286556243896E+00    0.153258442878723145E-01    0.143616199493408203E-01   -0.282920531939888770E+04   -0.553345825119701562E+01    1
    0.389289948164289774E-05    0.113282918930053711E+00    0.576834082603454590E-01    0.799467623233795166E+00    0.295660495758056641E-01   -0.281434926435419948E+04   -0.553745825119701252E+01    1
    0.349607925890460854E-05    0.670372843742370605E-01    0.119283199310302734E-01    0.745408713817596436E+00    0.175625681877136230E+00   -0.270122927566333192E+04   -0.554145825119701030E+01    1
    0.477226065179770822E-05    0.175099670886993408E+00    0.746176600456237793E+00    0.371303558349609375E-01    0.415933728218078613E-01   -0.265614310238919143E+04   -0.554545825119700275E+01    1
    0.434934312896183871E-05    0.844484567642211914E-02    0.824412822723388672E+00    0.134797394275665283E+00    0.323449373245239258E-01   -0.261668734682706781E+04   -0.554945825119700675E+01    1
    0.426675398605184023E-05    0.153785645961761475E+00    0.631826519966125488E-01    0.711225628852844238E+00    0.718060731887817383E-01   -0.250993152571304563E+04   -0.555345825119701342E+01    1
    0.424917297275905726E-05    0.625258684158325195E-02    0.313354730606079102E-01    0.630295991897583008E+00    0.332115948200225830E+00   -0.239663189178060838E+04   -0.555745825119701031E+01    1
    0.417804225814889594E-05    0.403064489364624023E-01    0.775201439857482910E+00    0.764352083206176758E-01    0.108056902885437012E+00   -0.234722131657275258E+04   -0.556145825119700987E+01    1
    0.376499282889606534E-05    0.195405960083007812E+00    0.604629516601562500E-01    0.719664454460144043E+00    0.244666337966918945E-01   -0.228196479966306379E+04   -0.556545825119700499E+01    1
    0.348632981843862705E-05    0.913633704185485840E-01    0.754681825637817383E-01    0.780623674392700195E+00    0.525447726249694824E-01   -0.226415634527225757E+04   -0.556945825119699478E+01    1
